id,cost,talktime,validity,comments
18752,33,,30 days,"Nepal@10p/sUS,Canada@2.5p/sSingapore,Thailand,Malasiya @3p/sBangladesh@ 4p/s"
18753,575,,1 day,"All Outgoing calls @ Rs. 1/min (anywhere in the world) -- Data @ Rs 1/MB, Outgoing SMS @ Rs.15/sms & Incoming SMS FREE --  Applicable in US, UK, Europe (15 countries), UAE, Thailand, Singapore, Nepal, Bangladesh, Srilanka, HongKong, Macau and more countries on select network operators only."
18754,673,,10 days,"Incoming calls @ Rs 39/min -- Data @ Rs 39/MB -- Outgoing within visited country @ Rs 19.5/min -- Outgoing outside the visited country @ Rs 39/min -- SMS @ Rs 15/sms -- Applicable across popular destinations like Singapore, Thailand, Malaysia, USA, UK and UAE and more countries on select network operators only."
18755,1151,,2 days,"All Outgoing calls @ Rs. 1/min (anywhere in the world), Data @ Rs 1/MB, Outgoing SMS @ Rs.15/sms & Incoming SMS FREE. Applicable in US, UK, Europe (15 countries), UAE, Thailand, Singapore, Nepal, Bangladesh, Srilanka, HongKong, Macau and more countries on select network operators only."
18756,1684,,30 days,Free 30 Incoming minutes In International Roaming post which Incoming calls@39 Rs/min -- Data @ Rs 39/MB -- Outgoing within visited country @ Rs 19.5/min -- Outgoing outside the visited country @ Rs 39/min -- SMS @ Rs 15/SMS.
18757,1725,,3 days,"FREE Incoming calls! All Outgoing calls @ Rs. 1/min (anywhere in the world), Data @ Rs 1/MB, Outgoing SMS @ Rs.15/sms & Incoming SMS FREE. Applicable in US, UK, Europe (15 countries), UAE, Thailand, Singapore, Nepal, Bangladesh, Srilanka, HongKong, Macau and more countries on select network operators only."
18758,2301,,4 days,"FREE Incoming calls! All Outgoing calls @ Rs. 1/min (anywhere in the world), Data @ Rs 1/MB, Outgoing SMS @ Rs.15/sms & Incoming SMS FREE. Applicable in US, UK, Europe (15 countries), UAE, Thailand, Singapore, Nepal, Bangladesh, Srilanka, HongKong, Macau and more countries on select network operators only."
18759,2875,,7 days,"FREE Incoming calls! All Outgoing calls @ Rs. 1/min (anywhere in the world) -- Data @ Rs 1/MB -- Outgoing SMS @ Rs.15/sms & Incoming SMS FREE -- Applicable in US, UK, Europe (15 countries), UAE, Thailand, Singapore, Nepal, Bangladesh, Srilanka, HongKong, Macau and more countries on select network operators only."
18760,4025,,10 days,"FREE Incoming calls! All Outgoing calls @ Rs. 1/min (anywhere in the world) -- Data @ Rs 1/MB -- Outgoing SMS @ Rs.15/sms & Incoming SMS FREE -- Applicable in US, UK, Europe (15 countries), UAE, Thailand, Singapore, Nepal, Bangladesh, Srilanka, HongKong, Macau and more countries on select network operators only."
18761,5751,,30 days,"FREE Incoming calls! All Outgoing calls @ Rs. 1/min (anywhere in the world) -- Data @ Rs 1/MB -- Outgoing SMS @ Rs.15/sms & Incoming SMS FREE -- Applicable in US, UK, Europe (15 countries), UAE, Thailand, Singapore, Nepal, Bangladesh, Srilanka, HongKong, Macau and more countries on select network operators only."
