id,cost,talktime,validity,comments
4591,9,,30 days,35 MB 2G/3G/4G Data
4592,18,,30 days,75 MB 2G/3G/4G Data 
4593,24,,N.A,35 MB Data (2G/3G/4G ) -- Base Tariff 2p/Local / STD mobile and LL @2.5p/s -- For ISD Tariff refer ISD call rates -- Datashare/cashback excluded
4594,29,,30 days,115 MB 2G/3G/4G Data
4595,41,,6 days,235 MB 2G/3G/4G Data
4596,44,,6 days,250 MB 2G/3G/4G Data 
4597,48,,30 days,195 MB 2G/3G/4G Data 
4598,73,,10 days,420 MB 2G/3G/4G Data
4600,98,,14 days,560 MB 2G/3G/4G Data
4601,103,,30 days,415 MB 2G/3G/4G Data
4602,121,,27 days,375 MB 2G/3G Data
4607,175,,27 days,1 GB 2G/3G/4G Data
4609,249,,27 days,1.5 GB 2G/3G/4G Data
4611,349,,27 days,2.5 GB 2G/3G/4G DATA
4617,995,,27 days,10 GB 2G/3G/4G Data
4619,1255,,27 days,12 GB 2G/3G/4G Data
4620,1555,,27 days,15 GB 2G/3G/4G Data
4621,1995,,27 days,20 GB 2G/3G/4G Data
4622,93,,7 days,"Unlimited Local & STD airtel calls ,100 Local Airtel Min -- 250 MB 4G/3G data (4G HS) &50 MB Non 4G HS "
4627,102,,5 days,1 GB 3G Data -- Datashare/cashback excluded
4628,145,,28 days,365 MB 3G Data -- Datashare/cashback excluded
4629,153,,28 days,385 MB 3G Data -- Datashare/cashback excluded
4630,155,,3 days,1 GB 3G Data -- Datashare/cashback excluded
4631,165,,21 days,450 MB 3G Data -- Datashare/cashback excluded
4632,186,,28 days,465 MB Data -- Datashare/cashback excluded
4633,206,,27 days,515 MB 3G Data
4646,655,,28 days,5 GB 3G Data Unlimited FUP -- Datashare/cashback excluded
4651,855,,28 days,7 GB 3G Data + Unlimited FUP -- Datashare/cashback excluded
4656,3995,,28 days,40 GB 3G Data (datashare/cashback excluded). 40GB Happy Hours Night data(3AM to 5AM)
