id,cost,talktime,validity,comments
16579,18,,1 hour,Unlimited 3G/4G data 
16580,23,,2 days,"90 MB 3G/4G data, Post free usage 4p/10KB"
16581,32,,1 Night,Unlimited 3G/4G Night data (1am to 6am)
16582,45,,5 days,"180 MB 3G/4G data, Post free usage 4p/10KB"
16583,46,,1 day,1 GB 3G/4G data 
16584,48,,5 days,"190 MB 3G/4G data, Post free usage 4p/10KB"
16585,93,,5 days,"1 GB 3G/4G Data, Post free usage 4p/10KB. Not additive to existing quota"
16586,102,,10 days,"300 MB 3G/4G data, Post free usage 4p/10KB "
16587,107,,10 days,"425 MB 3G/4G data, Post free usage 4p/10KB"
16588,142,,28 days,1 GB 3G/4G data -- Exclusive offer - only for users with 4G handset and 4G SIM
16589,142,,14 days,"565 MB 3G/4G data, Post free usage 4p/10KB"
16590,143,,7 days,"1.5 GB 3G/4G Data , Post free usage 4p/10KB"
16591,165,,14 days,"650 MB 3G/4G data, Post free usage 4p/10KB"
16592,175,,28 days,"1 GB 3G/4G data, Post free usage 4p/10KB"
16593,195,,28 days,"1.3 GB 3G/4G data, Post free usage 4p/10KB"
16594,254,,21 days,"1 GB 3G/4G data, Post free usage 4p/10KB"
16595,265,,28 days,4 GB 3G/4G data -- Exclusive offer - only for users with 4G handset and 4G SIM
16596,265,,28 days,"2 GB 3G/4G data, Post free usage 4p/10KB"
16597,299,,28 days,Get assured benefit of 1.25GB and upto 10GB 3G/4G Internet with hero recharge.
16598,347,,28 days,1GB/Day 4G/3G Data -- Unlimited ALL Mobile & Landline Calls. Limited Period Offer for ALL Handsets
16599,359,,28 days,6 GB 3G/4G Data -- Exclusive offer - only for users with 4G handset and 4G SIM
16600,359,,28 days,"3 GB 3G/4G Data, Post free usage 4p/10KB"
16601,459,,28 days,9 GB 3G/4G data -- Exclusive offer - only for users with 4G handset and 4G SIM
16602,459,,28 days,4 GB 3G/4G Data. Post free usage 4p/10KB
16603,494,,28 days,"Instant 2 GB 3G/4G data For next 6 months, get multiple recharges of:1 GB Data @ 122 (Available only on *121*122#)"
16604,598,,28 days,Unlimited Vodafone to Vodafone Local -- 1 GB 3G/4G Data 
16605,659,,28 days,"6 GB 3G/4G Data -- 12 GB for 4G Handset, Post free usage speed throttled to 64 kbps"
16606,699,,28 days,"1000 Local & National Mins -- 4 GB 3G/4G data, Post free usage 4p/10KB"
16607,748,,28 days,"Instant 3 GB 3G/4G dataFor next 6 months, get multiple recharges of:1 GB Data @ 106  (Available only on *121*106#)"
16608,749,,28 days,"7 GB Unlimited FUP Data -- For 4G Handset - 14GB Unlimited FUP, Post free usage speed throttled to 64 kbps"
16609,859,,28 days,"8 GB 3G/4G Data, Post free usage speed throttled to 64 kbps"
16610,999,,28 days,10 GB 3G/4G Data. Post 10GB usage speed throttled to 64 kbps
16611,999,,28 days,"22 GB 3G/4G data, Post 10GB usage speed throttled to 64 kbps -- Exclusive offer - only for users with 4G handset and 4G SIM"
16612,1199,,28 days,12 GB 3G/4G Data. Post 12GB usage speed throttled to 64 kbps
16613,1499,,28 days,15 GB 3G/4G Data. Post 15 GB usage speed throttled to 64 kbps
16614,1499,,28 days,35 GB 3G/4G data. Post 35GB usage speed throttled to 64 kbps -- Exclusive offer - only for users with 4G handset and 4G SIM
16615,1501,,28 days,"Instant 15 GB 3G/4G data For next 1 year, get multiple recharges of:1 GB Data @ 53 (Available only on *121*53#)2 GB Data @103 (Available only on *121*103#)5 GB Data @ 256 (Available only on *121*256#)"
16616,1999,,28 days,20 GB 3G/4G Data. Post 20 GB usage speed throttled to 64 kbps
16617,21,,1 day,Unlimited local + std V2V calls -- 100 MB 3G/4G Data (4G Handset) 50 MB for Other Handset
16618,51,,7 days,Unlimited local + std V2V calls -- 250 MB 3G/4G Data (4G Handset) 50 MB for Other Handset
16619,85,,7 days,Unlimited local + std V2V + 100 Min V2O local +std calls -- 250 MB 3G/4G Data (4G Handset) 50 MB for Other Handset
16620,146,,28 days,Unlimited local V2V+ STD V2V calls -- 50 MB 3G/4G data(1) Get 300 MB data for 4G handsets only. (2) Get 2 GB Data for 4G Handsets with 4G SIM only
16621,158,,28 days,All local V2V Calls at 10P/Min & local V2M Calls at 30p/Min for 28 days -- 1GB 4G/3G for 5 days
