id,cost,talktime,validity,comments
17813,9,,1 day,50 MB @2G Data speed. Post 50 MB you will be charged 4p/10kb
17814,17,,2 days,100 MB @2Gspeed. Post 100 MB you will be charged 4p/10kb
17815,27,,4 days,155 MB @2Gspeed. Post 155 MB you will be charged 4p/10kb
17816,46,,28 days,125 MB day + extra 125MB night data
17817,58,,7 days,330 MB @2Gspeed. Post 330 MB you will be charged 4p/10kb
17818,99,,14 days,550 MB @2Gspeed. Post 550 MB you will be charged 4p/10kb
17819,112,,28 days,350 MB @2Gspeed. Post 350 MB you will be charged 4p/10kb
17820,155,,21 days,875 MB @2Gspeed. Post 875 MB you will be charged 4p/10kb
17822,199,,28 days,2 GB Unlimited @2Gspeed. Post 2GB your speed will be reduced up to 40kbps.
17823,211,,28 days,1 GB day + extra 1 GB night data
17824,249,,28 days,3 GB Unlimited @2G speed. Post 3GB your speed will be reduced up to 40kbps.
17825,296,,28 days,4 GB Unlimited @2Gspeed. Post 4GB your speed will be reduced up to 40kbps.
17826,315,,28 days,2 GB day + extra 2 GB night data
17827,398,,28 days,3 GB day + extra 3 GB night data
