id,cost,talktime,validity,comments
17892,19,,28 days,Call Nepal @ 12p/secBangladesh @ 6p/sec
17893,36,,28 days,All calls to UAE @ Rs 10/minSaudi Arabia @ Rs 8/minQatar @ Rs 12/minOman @ Rs 18/minKuwait @ Rs 7.5/minPakistan @ Rs 8.2/minBangladesh @3.6 Rs/minNepal @ 9 Rs/min
17894,63,,28 days,All calls to US/Canada @ Rs 1.5/min
17895,575,,1 day,"UNLIMITED FREE data & calls while travelling in US, UAE and Singapore! In 37 other countries -- Enjoy FREE incoming calls, outgoing calls @Rs1/min -- Data @Rs1/MB -- Outgoing SMS @ Rs.15/sms in all countries -- Applicable on select networks."
17896,673,,10 days,"Incoming calls @ Rs 39/min -- Data @ Rs 39/MB -- Outgoing within visited country @ Rs 19.5/min -- Outgoing outside the visited country @ Rs 39/min -- SMS @ Rs 15/sms -- Applicable across popular destinations like Singapore, Thailand, Malaysia, USA, UK and UAE and more countries on select network operators only."
17897,1151,,2 days,"UNLIMITED FREE data & calls while travelling in US, UAE and Singapore! In 37 other countries -- Enjoy FREE incoming calls -- outgoing calls @Rs1/min -- Data @Rs1/MB -- Outgoing SMS @ Rs.15/sms in all countries -- Applicable on select networks"
17898,1684,,30 days,Free 30 Incoming minutes In International Roaming post which Incoming calls@39 Rs/min -- Data @ Rs 39/MB -- Outgoing within visited country @ Rs 19.5/min -- Outgoing outside the visited country @ Rs 39/min -- SMS @ Rs 15/SMS.
17899,1725,,3 days,"UNLIMITED FREE data & calls while travelling in US, UAE and Singapore! In 37 other countries, enjoy FREE incoming calls, outgoing calls at Rs1/min, Data at Rs1/MB. Outgoing SMS at Rs.15/sms in all countries. Applicable on select networks."
17900,2301,,4 days,"UNLIMITED FREE data & calls while travelling in US, UAE and Singapore! In 37 other countries -- Enjoy FREE incoming calls, outgoing calls @Rs1/min -- Data @Rs1/MB -- Outgoing SMS @Rs.15/sms in all countries -- Applicable on select networks."
17901,2875,,7 days,"UNLIMITED FREE data & calls while travelling in US, UAE and Singapore -- In 37 other countries, enjoy FREE incoming calls, outgoing calls @Rs1/min -- Data @Rs1/MB -- Outgoing SMS @Rs.15/sms in all countries -- Applicable on select networks."
17902,4025,,10 days,"UNLIMITED FREE data & calls while travelling in US, UAE and Singapore -- In 37 other countries, enjoy FREE incoming calls, outgoing calls @Rs1/min -- Data at Rs1/MB -- Outgoing SMS @Rs.15/sms in all countries -- Applicable on select networks."
17903,5751,,30 days,"UNLIMITED FREE data & calls while travelling in US, UAE and Singapore -- In 37 other countries, enjoy FREE incoming calls, outgoing calls @Rs1/min -- Data @Rs1/MB -- Outgoing SMS @Rs.15/sms in all countries -- Applicable on select networks."
