id,cost,talktime,validity,comments
1567,21,,28 days,"ISD pack: UAE, Saudi Arabia, Kuwait & Bahrain @13 p/secNepal @10p/sec Bangladesh @5p/sec"
1568,496,,1 day,"Unlimited incoming, 100min Local/call to India -- 500 MB data -- 100SMS/day -- Till 12:00 midnight"
1569,646,,1 day,Free benefits: 100 Min incoming -- 500 MB Data -- 100 SMS/Day -- 100 Min Loc/Call to India
1570,647,,1 day,"Free benefits:unlimited incoming,100min Local/call to India -- 500 MB data -- 100SMS/day"
1571,996,,1 day,"100min incoming, 100min Local/call to India -- 500 MB data -- 100SMS/day -- Till 12:00 midnight. "
1572,997,,30 days,"IR Pack:30mins free incoming. Thereafter charged Incoming @Rs.19/min,Outgoing @Rs.39/min, data @39p/10KB Rs.15/SMS"
1573,1199,,10 days,Free benefits:Unlimited incoming -- 3 GB data -- 100sms/Day -- 250min local/call to India -- For covered countries/tariff visit www.airtel.in/IR
1574,2496,,30 days,Free benefits: unlimited incoming -- 5 GB data -- 100sms/Day -- 500 min loc/call to India
1575,2899,,30 days,"Thailand Smartpack:  1 GB Data unlimited incoming + 299min India callsTariff: Calls to India/Local:Rs10/min,International calls @Rs39, SMS@Rs10, data @Rs10/MB"
1576,2996,,10 days,Free benefits:250 min incoming -- 3 GB data -- 100sms/Day -- 250min local/call to India -- For covered countries/tariff visit www.airtel.in/IR
1577,2999,,10 days,Free benefits:Unlimited incoming -- 3 GB data -- 100sms/Day -- 250min local/call to India -- For covered countries/tariff visit www.airtel.in/IR
1578,3995,,10 days,Free benefits:250 min incoming -- 3 GB data -- 100 sms/Day -- 250 min local/call to India
1579,3997,,30 days,Free benefits: unlimited incoming -- 5 GB data -- 100sms/Day -- 500 min loc/call to India
1580,3998,,30 days,Free benefits: unlimited incoming -- 5 GB data -- 100sms/Day -- 500 min loc/call to India
1581,6999,,30 days,Free benefits: unlimited incoming -- 5 GB data -- 100sms/Day -- 500 min loc/call to India
