id,cost,talktime,validity,comments
1520,38,,4 days,150 MB 3G/4G Data
1521,49,,1 day,1 GB 3G/4G Data
1522,65,,30 days,250MB 3G/4G
1523,96,,2 days,2 GB 3G/4G Data
1524,97,,5 days,1 GB 3G/4G Data
1525,115,,28 days,285 MB 3G/4G Data
1526,125,,28 days,1 GB 3G/4G Data (valid midnight till 6am).
1527,145,,15 days,575 MB 3G/4G Data
1528,157,,5 days,2 GB 3G/4G Data
1529,178,,28 days,1GB 3G/4G
1530,179,,14 days,650MB 3G/4G
1531,196,,14 days,700 MB 3G/4G Data
1532,228,,14 days,750 MB 3G/4G Data
1533,259,,28 days,1.5 GB 3G/4G Data
1534,295,,28 days,2 GB and upto 10GB 3G/4G Data
1535,296,,28 days,2.5 GB Data (1.5GB 3G/4G + 1GB Night 12-6AM)
1536,297,,28 days,1.75 GB 3G/4G data. 1.75GB Happy Hours Night data(3AM to 5AM)
1537,348,,28 days,2.5 GB 3G/4G data 2.5GB Happy Hours Night data (3AM to 5AM)
1538,349,,28 days,Unlimited all Local + STD calls -- 1 GB/day 3G/4G data. T&C apply.
1539,399,,28 days,Unlimited Local/STD Mobile + LL calls(T&C apply) -- 1 GB/day data(only on 4G H/S and 4G SIM) and 1.25 GB 3G/4G data
1540,499,,28 days,Unlimited Local/STD Mobile+LL calls(T&C apply) -- 1.25 GB/day data (only on 4G H/S and 4G SIM) and 2GB 3G/4G data
1541,549,,28 days,Unlimited all Local + STD calls -- 2 GB/day 3G/4G data -- T&C apply.
1542,648,,28 days,Unlimited Local/STD Mobile+LL calls(T&C apply) -- 1.5 GB/day data(only on 4G H/S and 4G SIM) and 3.5 GB 3G/4G data
1543,649,,28 days,"Unlimited Local & STD, Mobile + LL calls (T&C Apply) -- 2 GB 3G/4G Data + 2 GB 4G Data (4G HS)"
1544,655,,28 days,5.5GB 3G/4G + unlimited @80Kbps
1545,799,,28 days,Unlimited all Local + STD calls -- 3 GB/day 3G/4G data -- T&C apply.
1546,849,,28 days,Unlimited Local/STD (mobile + landline) calls -- 3 GB 3G/4G Data + 3 GB 4G data
1547,899,,28 days,Unlimited Local/STD Mobile+LL calls(T&C apply) -- 2 GB/day data(only on 4G H/S and 4G SIM) & 6GB 3G/4G data
1548,992,,1 year,10GB 3G/4G data
1549,998,,28 days,Unlimited all Local + STD calls -- 4 GB/day 3G/4G data -- T&C apply.
1550,1198,,28 days,Unlimited Local/STD Mobile + LL calls (T&C apply) -- 2.5 GB/day data (only on 4G H/S and 4G SIM) and 9 GB 3G/4G data 
1551,1495,,90 days,15 GB for 3G handset & extra 15 GB ( total 30GB 3G/4G ) on 4G handsets.
1552,148,,28 days,Free Airtel to Airtel (Local +STD) mobile calls -- 50MB 3G/4G data (28 days). 4G handsets get 300MB data. Roaming calls are charegable. (This recharge does not carry forward existing data balance)
