id,cost,talktime,validity,comments
1553,7,,7 days,10p/min night local airtel calls (11PM - 6AM)
1554,16,,27 days,Local + STD mobile calls @1p/sec
1555,17,,28 days,Local Airtel calls @1.2p/2sec (1st 90 local mobile secs of the day @2p/sec)
1556,18,,7 days,Local airtel to airtel calls@10p/min( 1st 60 sec@2p/s) 
1557,27,,52 days,Local + STD mobile calls @1p/sec
1558,34,,5 days,3000 Local + STD (mob+LL) secs
1559,43,,27 days,Local Mobile calls @1.2p/2sec
1560,44,,81 days,Local + STD mobile calls @ 1p/sec
1561,46,,27 days,Local Airtel calls @10p/min
1562,89,,2 days,Unlimited local/STD airtel calls
1563,199,,28 days,25000 to 35000 All local & STD seconds
1564,249,,3 days,Unlimted local/STD all calls
1565,299,,7 days,Unlimted local/STD all calls
