id,cost,talktime,validity,short description,long description
1456,250,250,N.A,Recharge of Rs. 250 by Airtel,Talktime of Rs. 250 for Rs. 250 recharge by Airtel
1457,280,280,N.A,Recharge of Rs. 280 by Airtel,Talktime of Rs. 280 for Rs. 280 recharge by Airtel
1458,300,300,N.A,Recharge of Rs. 300 by Airtel,Talktime of Rs. 300 for Rs. 300 recharge by Airtel
1460,350,350,N.A,Recharge of Rs. 350 by Airtel,Talktime of Rs. 350 for Rs. 350 recharge by Airtel
1461,500,500,N.A,Recharge of Rs. 500 by Airtel,Talktime of Rs. 500 for Rs. 500 recharge by Airtel
1462,550,550,N.A,Recharge of Rs. 550 by Airtel,Talktime of Rs. 550 for Rs. 550 recharge by Airtel
1463,600,600,N.A,Recharge of Rs. 600 by Airtel,Talktime of Rs. 600 for Rs. 600 recharge by Airtel
1464,750,750,N.A,Recharge of Rs. 750 by Airtel,Talktime of Rs. 750 for Rs. 750 recharge by Airtel
1465,770,770,N.A,Recharge of Rs. 770 by Airtel,Talktime of Rs. 770 for Rs. 770 recharge by Airtel
1467,1000,1000,N.A,Recharge of Rs. 1000 by Airtel,Talktime of Rs. 1000 for Rs. 1000 recharge by Airtel
1468,1110,1110,N.A,Recharge of Rs. 1110 by Airtel,Talktime of Rs. 1110 for Rs. 1110 recharge by Airtel
1469,1150,1150,N.A,Recharge of Rs. 1150 by Airtel,Talktime of Rs. 1150 for Rs. 1150 recharge by Airtel
1470,1200,1200,N.A,Recharge of Rs. 1200 by Airtel,Talktime of Rs. 1200 for Rs. 1200 recharge by Airtel
1471,2000,2000,N.A,Recharge of Rs. 2000 by Airtel,Talktime of Rs. 2000 for Rs. 2000 recharge by Airtel
1472,4000,4000,N.A,Recharge of Rs. 4000 by Airtel,Talktime of Rs. 4000 for Rs. 4000 recharge by Airtel
1473,6000,6000,N.A,Recharge of Rs. 6000 by Airtel,Talktime of Rs. 6000 for Rs. 6000 recharge by Airtel
1474,7000,7000,N.A,Recharge of Rs. 7000 by Airtel,Talktime of Rs. 7000 for Rs. 7000 recharge by Airtel
1475,8000,8000,N.A,Recharge of Rs. 8000 by Airtel,Talktime of Rs. 8000 for Rs. 8000 recharge by Airtel
1476,9000,9000,N.A,Recharge of Rs. 9000 by Airtel,Talktime of Rs. 9000 for Rs. 9000 recharge by Airtel
