id,cost,talktime,validity,comments
13224,18,,2 days,60 MB Data -- Applicable for Smartphone Users Only
13225,21,,2 days,1 GB 3G  Data -- Applicable for Smartphone Users Only
13226,38,,4 days,135 MB Data -- Applicable for Smartphone Users Only
13227,75,,5 days,250 MB Data -- Applicable for Smartphone Users Only
13228,89,,28 days,1 GB/ Day 3G Data
13229,91,,3 days,400 MB
13230,94,,7 days,325 MB Data -- Applicable for Smartphone Users Only
13231,98,,7 days,Unlimited local Reliance to Reliance -- 200 MB 3G Data
13232,123,,5 days,1 GB Data -- Applicable for Smartphone Users Only
13233,143,,7 days,750MB 3G data. Unused data quota will be forfeited.
13234,152,,28 days,Unltd Local & STD R-R Calls -- 3 GB 3G Data -- All R -Others calls @1p/sec -- Free Incoming Roaming
13235,153,,14 days,1 GB 3G Data -- 60 mins calls to any network/Day 
13236,177,,14 days,1 GB Data -- Applicable for Smartphone Users Only
13237,192,,21 days,1GB Data
13238,198,,28 days,1 GB Data -- Applicable for Smartphone Users Only
13239,205,,30 days,1 GB Data -- Applicable for Dongle users only
13240,243,,28 days,1.25 GB 3G Data. Unused data quota will be forfeited.
13241,246,,28 days,1.5 GB Data -- Applicable for Smartphone Users Only
13242,252,,28 days,1GB Data
13243,255,,30 days,1.5 GB Data -- Applicable for Dongle users only
13244,295,,28 days,2 GB Data -- Applicable for Smartphone Users Only
13245,303,,28 days,1 GB 3G Data -- 60 mins calls to any network/Day
13246,343,,28 days,2GB 3G Data. Unused data quota will be forfeited.
13247,359,,28 days,2.5 GB
13248,375,,30 days,2.75 GB Data -- Applicable for Dongle users only
13249,397,,28 days,3 GB
13250,442,,60 days,3 GB Data -- Applicable for Smartphone Users Only
13251,447,,28 days,3.5 GB
13252,493,,28 days,3GB 3G Data. Unused data quota will be forfeited.
13253,498,,28 days,4 GB
13254,499,,30 days,4 GB Data -- Applicable for Dongle users only
13255,549,,28 days,4.5 GB
13256,555,,90 days,1GB 3G Data + 60 mins calls to any network / Day
13257,598,,28 days,5 GB
13258,648,,28 days,5.5 GB
13259,649,,60 days,5 GB Data -- Applicable for Dongle users only
13260,693,,28 days,5GB 3G Data. Unused data quota will be forfeited.
13261,698,,28 days,6 GB
13262,749,,28 days,6.5 GB
13263,786,,180 days,1 GB/ DAY 3G Data 
13264,798,,28 days,7 GB
13265,848,,28 days,8 GB
13266,849,,30 days,Unlimited 5 GB Data -- Applicable for Dongle users only
13267,898,,28 days,8.5 GB
13268,949,,28 days,9 GB
13269,998,,28 days,9.5 GB
13270,1199,,28 days,11 GB
13271,1297,,28 days,10Gb 3G Data. Unused data quota will be forfeited.
13272,1298,,28 days,15 GB
13273,1299,,30 days,Unlimited 10 GB Data -- Applicable for Dongle users only
