id,cost,talktime,validity,comments
18783,5,,1 hour,Unlimited 2G Data  -- 
18784,12,,2 days,70 MB 2G Data 
18785,18,,3 days,100 MB 2G Data
18786,24,,28 days,60 MB 2G Data 
18787,48,,7 days,275 MB 2G Data
18788,71,,10 days,400 MB 2G Data
18789,98,,14 days,525 MB 2G Data
18790,155,,21 days,900 MB 2G Data
18791,199,,28 days,Unlimited 2G Data (Post 1.25GB speed will reduce to 40kbps & post 2GB to 10kbps)
18792,209,,28 days,1 GB for All Day Usage + 1 GB for Night (12am-6am) usage
18793,249,,28 days,Unlimited 2G Data (Post 3 GB speed will reduce to 40kbps)
18794,315,,28 days,2 GB for All Day Usage + 2 GB for Night (12am-6am) usage
18795,398,,28 days,3 GB for All Day Usage + 3 GB for Night (12am-6am) usage
