id,cost,talktime,validity,short description,long description
337,22,,27 days,Recharge of Rs. 22 by Aircel,All STD Mobile Calls@30p/m
338,58,,54 days,Recharge of Rs. 58 by Aircel,All STD Mobile Calls@25p/m
