id,cost,talktime,validity,short description,long description
5338,10,7.47,N.A,Recharge of Rs. 10 by BSNL,Talktime of Rs. 7.47 for Rs. 10 recharge by BSNL
5340,30,22.42,N.A,Recharge of Rs. 30 by BSNL,Talktime of Rs. 22.42 for Rs. 30 recharge by BSNL
5342,50,39.37,N.A,Recharge of Rs. 50 by BSNL,Talktime of Rs. 39.37 for Rs. 50 recharge by BSNL
5346,100,81.75,N.A,Recharge of Rs. 100 by BSNL,Talktime of Rs. 81.75 for Rs. 100 recharge by BSNL
5347,110,90.22,N.A,Recharge of Rs. 110 by BSNL,Talktime of Rs. 90.22 for Rs. 110 recharge by BSNL
5349,150,124.12,N.A,Recharge of Rs. 150 by BSNL,Talktime of Rs. 124.12 for Rs. 150 recharge by BSNL
5350,200,166.49,N.A,Recharge of Rs. 200 by BSNL,Talktime of Rs. 166.49 for Rs. 200 recharge by BSNL
5351,210,174.97,N.A,Recharge of Rs. 210 by BSNL,Talktime of Rs. 174.97 for Rs. 210 recharge by BSNL
5352,222,190,40 days,Recharge of Rs. 222 by BSNL,Talktime of Rs. 190 for Rs. 222 recharge by BSNL
5353,250,208.86,N.A,Recharge of Rs. 250 by BSNL,Talktime of Rs. 208.86 for Rs. 250 recharge by BSNL
5355,300,251.24,N.A,Recharge of Rs. 300 by BSNL,Talktime of Rs. 251.24 for Rs. 300 recharge by BSNL
5356,350,293.61,N.A,Recharge of Rs. 350 by BSNL,Talktime of Rs. 293.61 for Rs. 350 recharge by BSNL
5357,400,335.98,N.A,Recharge of Rs. 400 by BSNL,Talktime of Rs. 335.98 for Rs. 400 recharge by BSNL
5358,450,378.36,N.A,Recharge of Rs. 450 by BSNL,Talktime of Rs. 378.36 for Rs. 450 recharge by BSNL
5359,500,420.73,N.A,Recharge of Rs. 500 by BSNL,Talktime of Rs. 420.73 for Rs. 500 recharge by BSNL
5360,520,437.68,N.A,Recharge of Rs. 520 by BSNL,Talktime of Rs. 437.68 for Rs. 520 recharge by BSNL
5361,600,505.47,N.A,Recharge of Rs. 600 by BSNL,Talktime of Rs. 505.47 for Rs. 600 recharge by BSNL
5362,700,590.22,N.A,Recharge of Rs. 700 by BSNL,Talktime of Rs. 590.22 for Rs. 700 recharge by BSNL
5363,800,674.97,N.A,Recharge of Rs. 800 by BSNL,Talktime of Rs. 674.97 for Rs. 800 recharge by BSNL
5364,900,759.71,N.A,Recharge of Rs. 900 by BSNL,Talktime of Rs. 759.71 for Rs. 900 recharge by BSNL
5365,1000,844.46,N.A,Recharge of Rs. 1000 by BSNL,Talktime of Rs. 844.46 for Rs. 1000 recharge by BSNL
5366,1500,1268.19,N.A,Recharge of Rs. 1500 by BSNL,Talktime of Rs. 1268.19 for Rs. 1500 recharge by BSNL
