id,cost,talktime,validity,comments
3846,9,,6 days,90 Local All SMS
3847,16,,14 days,100 Local+STD All SMS
3848,26,,27 days,250 Local+ STD SMS
3849,36,,14 days,400 Local + STD All SMS
