id,cost,talktime,validity,comments
3917,14,,27 days,ISD call bangladesh @3p/sus+canada @5p/snepal @12p/ssaarc @12p/s gulf @13p/s
3918,497,,1 day,Free benefits: Unlimited incoming -- 500 MB Data -- 100 SMS/Day -- 100 Min Loc/Call to India
3919,646,,1 day,Free benefits: 100 Min incoming -- 500 MB Data -- 100 SMS/Day -- 100 Min Loc/Call to India
3920,647,,1 day,"100min incoming,100min Local/call to India -- 500 MB data -- 100 SMS/day"
3921,993,,1 day,"100min incoming, 100min Local/call to India -- 500 MB data -- 100SMS/day -- Till 12:00 midnight. "
3922,997,,30 days,"IR Pack: 30 MB data Free. Thereafter charged @39p/10kb -- Outgoing @Rs39/min, Incoming @Rs19/min -- @Rs15/SMS"
3923,998,,30 days,"IR Pack: 30 MB data Free. Thereafter charged @39p/10kb -- Outgoing @Rs39/min, Incoming @Rs19/min -- @Rs15/SMS"
3924,1199,,10 days,Free benefits: Unlimited incoming -- 3 GB data -- 100sms/Day -- 250min local/call to India -- For covered countries/tariff visit www.airtel.in/IR
3925,2488,,30 days,"Smartpacks-Singapore,Thailand,Malaysia:3 GB Data -- Unltd incoming -- 400min India calls -- 100 SMS/Day -- Tariff: Calls to India/Local: @Rs3/m, Intl.calls: @Rs39/m -- Data: @Rs3/MB"
3926,2499,,30 days,Free benefits: Unlimited incoming -- 5 GB data -- 100sms/Day -- 500 min loc/call to India
3927,2899,,30 days,"Thailand International Roaming Pack: Mobile Incoming Roaming Free, 1 GB 3G Data, 299 Outgoing Mobile Minutes to India"
3928,2997,,10 days,250 min incoming -- 3 GB data -- 100 sms/Day -- 250 min loc/call to India
3929,2999,,10 days,Unlimited incoming -- 3 GB data -- 100 sms/Day -- 250 min loc/call to India
3930,3995,,10 days,250 min incoming -- 3 GB data -- 100 sms/Day -- 250 min loc/call to India
3931,3997,,30 days,Free benefits:Unlimited incoming -- 5 GB data -- 100sms/Day -- 500 min loc/call to India
3932,3998,,30 days,Free benefits:Unlimited incoming -- 5 GB data -- 100sms/Day -- 500 min loc/call to India
3933,6011,,30 days,Smartpacks for Europe Select countries:3 GB Data Unltd incoming + 400 min India calls100 SMS/DayTariff Calls to India/Local: @Rs20/mIntl.calls: @Rs39/mData: @Rs3/MB
3934,6999,,30 days,Free benefits:Unlimited incoming -- 5 GB data -- 100sms/Day -- 500 min loc/call to India
