id,cost,talktime,validity,comments
6321,36,,180 days,Validity Extension: PER_SEC_36
6322,37,,180 days,Validity Extension: PerMin_37
6323,75,,180 days,Validity extension: Pyari Jodi 
6324,96,,365 days,Validity extension: Data_96
6325,102,,30 days,Validity extension: Jai jawan 102
6326,131,,30 days,MPSGS_131
6327,141,,30 days,MKS_141
6328,145,,30 days,StudentPlan_145
6329,151,,30 days,GSS_151
6330,198,,180 days,Validity extension: Roam free plan 198
6331,666,,180 days,"PV-666 BSNL SIXER: Unlimited data (Speed reduced to 80 Kbps after 2GB/day) + Unlimited voice calls for 60 days. -- After 60 days: ALL calls (Local/STD) (On-net/Off-net) @ 50 Paisa/Minute -- SMS (while in Home & National Roaming): Local @25 Paisa/SMS, National @35 Paisa/SMS -- All other charges As per Per Minute plan"
