id,cost,talktime,validity,comments
6317,9,,1 day,OG(Local and STD) while in roaming at 70ps per min
6318,33,,6 days,OG(Local and STD) while in roaming at 70ps per min
6319,79,,28 days,OG(Local and STD) while in roaming at 70ps per min
6320,91,,30 days,Free OG Voice Calls 120minutes on any network in Roaming and Free SMS 40SMS on any network in Roaming
