id,cost,talktime,validity,short description,long description
9623,66,,3 days,Recharge of Rs. 66 by Idea,1 GB 3G/2G Data -- Validity (Days): 3 days-28 days(Based on time of recharge by subscriber) -- Overage: 4p/10KB -- 
9634,175,,28 days,Recharge of Rs. 175 by Idea,1 GB 2G/3G Data -- Overage: 4P/10KB -- 
9640,295,,28 days,Recharge of Rs. 295 by Idea,1.75 GB Data to 10 GB 3G/2G Data -- Overage: 4p/10KB -- 
9641,357,,28 days,Recharge of Rs. 357 by Idea,"Unlimited Local/STD/Roaming calls -- 1 GB/Day 2G/3G data -- Commercial activity will mean customers using the said product for calling 100 unique callers in a week or more than 250 mins in a day or 1000 mins in a week. For any customer found violating any of these conditions, tariff @ Rs 0.30/min will be applicable -- "
9643,697,,84 days,Recharge of Rs. 697 by Idea,"Unlimited Local/STD/Roaming calls -- Commercial activity will mean customers using the said product for calling 100 unique callers in a week or more than 250 mins in a day or 1000 mins in a week. For any customer found violating any of these conditions, tariff @ Rs 0.30/min will be applicable -- 6 GB 2G/3G data (4G handset users will get 1.5 GB/Per Day 2G/3G data) -- Customers newly upgrading to 4G Handset will be eligible to get additional data only after 48 hours of handset upgrade. Additional data can be used on 4G handset only -- "
9644,147,,28 days,Recharge of Rs. 147 by Idea,"Unlimited Idea local/STD mobile calls -- 50 MB 2G/3G data (4G handset users will get additional 250 MB 2G/3G data) -- This STV should not be used for any commercial activity. Commercial activity will mean customers using the said product for calling 100 unique callers in a week or more than 300 mins in a day or 1200 mins in a week. For any customer found violating any of these conditions, tariff @ Rs 0.30/min will be applicable. -- Customers newly upgrading to 4G Handset will be eligible to get additional data only after 48 hours of handset upgrade. Additional data can be used on 4G handset only  -- "
9645,251,,28 days,Recharge of Rs. 251 by Idea,"Unlimited Local calls Commercial activity will mean customers using the said product for calling 100 unique callers in a week or more than 300 mins in a day or 1200 mins in a week. For any customer found violating any of these conditions, tariff @ Rs 0.30/min will be applicable in Case MRP 251. -- 50 MB 2G/3G data (4G handset users will get additional 974 MB 2G/3G data) -- Customers newly upgrading to 4G Handset will be eligible to get additional data only after 48 hours of handset upgrade. Additional data can be used on 4G handset only -- "
9646,347,,28 days,Recharge of Rs. 347 by Idea,"Unlimited Local/STD calls -- Commercial activity will mean customers using the said product for calling 100 unique callers in a week or more than 300 mins in a day or 1200 mins in a week. For any customer found violating any of these conditions, tariff @ Rs 0.30/min will be applicable -- 1 GB 2G/3G data (4G handset users will get 1 GB/Per Day 2G/3G data) -- Customers newly upgrading to 4G Handset will be eligible to get additional data only after 48 hours of handset upgrade. Additional data can be used on 4G handset only -- "
9647,7,,1 day,Recharge of Rs. 7 by Idea,25 MB Data -- Overage: 4p/10KB -- -- 
9648,11,,1 day,Recharge of Rs. 11 by Idea,45 MB -- Overage: 4p/10KB  -- 
9649,11,,1 day,Recharge of Rs. 11 by Idea,60 MB -- Overage: 4p/10KB --  Minimum Balance Rs>0 and =<Rs 10; Recovery amount:Rs.11 from next talktime recharge -- 
9650,16,,1 Hour,Recharge of Rs. 16 by Idea,Unlimted 3G Data -- Overage: Unlimited -- 
9651,21,,2 days,Recharge of Rs. 21 by Idea,85 MB Data -- Overage: 4Ps/10KB  -- 
9652,22,,2 days,Recharge of Rs. 22 by Idea,120 MB -- Overage: 4p/10KB -- Minimum Balance Rs>0 and =<Rs 22; Recovery amount : Rs.22 from next talktime recharge -- 
9653,25,,5 days,Recharge of Rs. 25 by Idea,250 MB Data -- Overage: 4p/10KB -- 
9654,26,,3 days,Recharge of Rs. 26 by Idea,150 MB -- Overage: 4p/10KB  -- 
9655,29,,1 Night,Recharge of Rs. 29 by Idea,"500 MB Night Data (12:00 AM to 6:00 AM ,1 Night) -- Overage: 4P/10KB  -- "
9656,31,,3 days,Recharge of Rs. 31 by Idea,125 MB Data -- Overage: 4p/10KB  -- 
9657,32,,28 days,Recharge of Rs. 32 by Idea,80 MB Data -- Overage: 4p/10KB -- 
9658,41,,28 days,Recharge of Rs. 41 by Idea,165 MB -- Overage: 4p/10KB  -- 
9659,44,,7 days,Recharge of Rs. 44 by Idea,250 MB -- Overage: 4p/10KB  -- 
9660,49,,5 days,Recharge of Rs. 49 by Idea,500 MB Data -- Overage: 4p/10KB -- 
9661,49,,1 Night,Recharge of Rs. 49 by Idea,1 GB Night (12:00 AM to 6:00 AM) -- Overage: 4P/10KB  -- 
9662,51,,5 days,Recharge of Rs. 51 by Idea,200 MB Data -- Overage: 4p/10KB -- 
9663,51,,28 days,Recharge of Rs. 51 by Idea,1 GB 3G data -- Applicable for next 12 months -- Overage: 4p/10KB -- Available only after Long Term Plan Recharge of MRP 1498
9664,54,,2 days,Recharge of Rs. 54 by Idea,1 GB 3G Data -- Overage: 4P/10KB -- 
9665,73,,8 days,Recharge of Rs. 73 by Idea,300 MB Data -- Overage: 4p/10KB -- 
9666,77,,9 days,Recharge of Rs. 77 by Idea,320 MB Data -- Overage: 4p/10KB -- 
9667,93,,28 days,Recharge of Rs. 93 by Idea,1 GB 3G Data -- Overage: 4p/10KB  -- 
9668,97,,10 days,Recharge of Rs. 97 by Idea,400 MB Data -- Overage: 4p/10KB -- 
9669,102,,11 days,Recharge of Rs. 102 by Idea,410 MB Data -- Overage: 4p/10KB -- 
9670,102,,28 days,Recharge of Rs. 102 by Idea,1 GB 3G Data -- Overage: 4p/10KB -- Available only after Long Term Plan Recharge of MRP 747
9671,102,,28 days,Recharge of Rs. 102 by Idea,2 GB 3G Data -- Overage: 4p/10KB -- Available only after Long Term Plan Recharge of MRP 1498
9672,108,,28 days,Recharge of Rs. 108 by Idea,270 MB Data -- Overage: 4p/10KB  -- 
9673,112,,28 days,Recharge of Rs. 112 by Idea,325 MB Regular Data + 325 MB Night Data (12:00 AM to 6:00 AM) -- Overage: 4P/10KB -- 
9674,121,,14 days,Recharge of Rs. 121 by Idea,480 MB Data -- Overage: 4p/10KB
9675,121,,28 days,Recharge of Rs. 121 by Idea,1 GB 3G Data -- Overage: 4p/10KB -- Available only after Long Term Plan Recharge of MRP 498
9676,124,,14 days,Recharge of Rs. 124 by Idea,500 MB Data  -- Overage: 4p/10KB  -- 
9677,126,,28 nights,Recharge of Rs. 126 by Idea,1 GB 3G Night Data (12:00 AM to 6:00 AM) -- Overage: 4P/10KB  -- 
9678,127,,12 days,Recharge of Rs. 127 by Idea,510 MB Data  -- Overage: 4p/10KB -- 
9679,131,,7 days,Recharge of Rs. 131 by Idea,1 GB over 1 Weekend (1 Saturday and 1 Sunday within the span of 7 days) -- Overage: 4p/10KB
9680,132,,15 days,Recharge of Rs. 132 by Idea,530 MB Data -- Overage: 4p/10KB  -- 
9681,136,,28 days,Recharge of Rs. 136 by Idea,300 MB day Data + 300 MB Night Data (12:00 AM to 6:00 AM) -- Overage: 4p/10KB -- 
9682,144,,14 days,Recharge of Rs. 144 by Idea,555 MB -- Overage: 4p/10KB
9683,156,,15 days,Recharge of Rs. 156 by Idea,625 MB Data  -- Overage: 4p/10KB -- 
9684,168,,20 days,Recharge of Rs. 168 by Idea,700 MB Data -- Overage: 4p/10KB -- 
9685,169,,28 days,Recharge of Rs. 169 by Idea,550 MB 3G Data - 28 days/night(12:00 AM to 6:00 AM) -- Overage: 4p/10KB -- 
9686,173,,20 days,Recharge of Rs. 173 by Idea,725 MB Data -- Overage: 4p/10KB -- 
9687,197,,20 days,Recharge of Rs. 197 by Idea,800 MB Data -- Overage: 4p/10KB  -- 
9688,198,,20 days,Recharge of Rs. 198 by Idea,810 MB Data -- Overage: 4p/10KB -- 
