id,cost,talktime,validity,comments
3224,35,,28 days,ISD - Russia @ Rs 6/min -- Gulf countries @12p/s -- US/Canada @3p/s -- Australia/Nepal/Nigeria/Qatar/UK @15p/s -- Oman @22p/s -- China @5p/s
3225,42,,28 days,Nepal calls @ Rs6/m & Bangladesh calls @ 3p/sec
3226,61,,28 days,1p/sec ISD calls to US/Canada
3227,497,,1 day,"Unlimited incoming, 100min Local/call to India -- 500 MB data -- 100SMS/day -- Till 12:00 midnight"
3228,647,,1 day,Free benefits : 100Min incoming -- 500 MB Data -- 100 SMS/Day -- 100 Min Loc/Call to India
3229,649,,1 day,"100min incoming,100min Local/call to India -- 500 MB data -- 100 SMS/day"
3230,995,,1 day,"100min incoming, 100min Local/call to India -- 500 MB data -- 100SMS/day -- Till 12:00 midnight. "
3231,997,,30 days,"IR Pack30 mins Free incoming. Thereafter charged Incoming @Rs19/min, Outgoing @Rs39/min, Data @39p/10KB, Rs15/SMS"
3232,998,,30 days,"IR Pack30 MB data Free. Thereafter charged @39p/10kb, Outgoing@Rs39/min, Incoming @Rs19/min. Rs15/SMS"
3233,1199,,10 days,Free benefits: Unlimited incoming -- 3 GB data -- 100sms/Day -- 250min local/call to India -- For covered countries/tariff visit www.airtel.in/IR
3234,2499,,30 days,Free benefits:Unlimited incoming -- 5 GB data -- 100sms/Day -- 500 min loc/call to India
3235,2899,,30 days,"Thailand Smartpack: 1GB data -- Unlimited incomings -- 299min India calls -- Tariff: Calls to India/Local;Rs10/min, Intl.calls;Rs39/min -- SMS:Rs10 -- Data:Rs10/MB"
3236,2998,,10 days,Free benefits: 250 min incoming -- 3 GB data -- 100sms/Day -- 250min local/call to India -- For covered countries/tariff visit www.airtel.in/IR
3237,2999,,10 days,Free benefits: Unlimited incoming -- 3 GB data -- 100sms/Day -- 250min local/call to India -- For covered countries/tariff visit www.airtel.in/IR
3238,3993,,10 days,Free benefits: 250 min incoming -- 3 GB data -- 100 sms/Day -- 250 min local/call to India
3239,3998,,30 days,Free benefits:Unlimited incoming -- 5 GB data -- 100sms/Day -- 500 min loc/call to India
3240,3999,,30 days,Free benefits:Unlimited incoming -- 5 GB data -- 100sms/Day -- 500 min loc/call to India
3241,4991,,30 days,"Smartpacks for US,UK & Canada:3 GB Data -- Unltd incoming -- 400 min India calls -- 100 SMS/Day -- Tariff: Calls to India/Local: @Rs3/m, Intl.calls: @Rs39/m -- Data: @Rs3/MB"
3242,6999,,30 days,Free benefits:Unlimited incoming -- 5 GB data -- 100sms/Day -- 500 min loc/call to India
