id,cost,talktime,validity,comments
804,10,7.47,N.A,Talktime of Rs. 7.47 for Rs. 10 recharge by Aircel
805,30,22.42,N.A,Talktime of Rs. 22.42 for Rs. 30 recharge by Aircel
806,50,39.37,N.A,Talktime of Rs. 39.37 for Rs. 50 recharge by Aircel
807,60,47.85,N.A,Talktime of Rs. 47.85 for Rs. 60 recharge by Aircel
808,70,56.32,N.A,Talktime of Rs. 56.32 for Rs. 70 recharge by Aircel
809,100,81.75,N.A,Talktime of Rs. 81.75 for Rs. 100 recharge by Aircel
810,120,110,N.A,Talktime of Rs. 110 for Rs. 120 recharge by Aircel
811,130,120,N.A,Talktime of Rs. 120 for Rs. 130 recharge by Aircel
812,140,130,N.A,Talktime of Rs. 130 for Rs. 140 recharge by Aircel
813,190,180,N.A,Talktime of Rs. 180 for Rs. 190 recharge by Aircel
814,200,190,N.A,Talktime of Rs. 190 for Rs. 200 recharge by Aircel
