id,cost,talktime,validity,comments
9415,4,,5 days,All Local and National Mobile Calls @ 30p/min -- 
9416,6,,5 days,Local Mobile calls @ 25p/min
9417,8,,5 days,All I2I mobile @ 10p/min -- Local and STD mobile calls @ 30p/min -- 
9418,9,,1 day,14 Local and National Mobile Min calls
9419,9,,1 day,40 Local Idea Mobile Minutes -- 
9420,12,,28 days,All Local Mobile calls @ 30p/min
9421,17,,28 days,Local I2I Mobile Calls @ 10p/min
9422,18,,28 days,All Local and National Mobile Calls @ 30p/min -- 
9423,19,,30 days,All Local and STD calls @ 1p/sec -- 
9424,21,,30 days,Local Mobile calls @ 25p/min
9425,24,,28 days,"All Local I2I mobile calls @ 10p, Other Local Mobile calls @ 30p/min"
9426,33,,56 days,All Local and STD Mobile calls @ 30p/min -- 
9427,41,,4 days,200 Local I2I Mobile Mins -- 
9428,45,,15 days,150 Local/National Mobile Mins
9429,48,,28 days,All Local and STD Mobile calls @ 25p/min -- 
9430,99,,21 days,400 Local & STD Mobile Mins
9431,102,,90 days,400 Local and National Mobile Mins (28 days) + All Local and STD mobile calls @ 30p/min
9432,196,,7 days,"Unlimited Local and National calls -- Commercial activity will mean customers using the said product for calling 100 unique callers in a week or more than 300 mins in a day or 1200 mins in a week. For any customer found violating any of these conditions, local & national tariff @ Rs 0.30/min will be applicable. -- The STV 196 should not be used for any commercial activity."
9433,246,,10 days,Unlimited Local and National calls
9434,296,,14 days,Unlimited Local and National calls
9435,349,,30 days,"Unlimited I2I Mobile Mins -- Commercial activity will mean customers using the said product for making 100 unique callsin a week,i.e. Maximum limit of 500 mins in a day and 1200 mins in a week.Any customer found calling more than 100 different numbers in a week the pack will be deactivated -- This STV should not be used for any commercial activity."
9436,547,,28 days,Unlimited Local & STD Calls -- Applicable only on IDEA OWN sites and not applicable in Non-IDEA sites
