id,cost,talktime,validity,short description,long description
4397,2,,180 days,Recharge of Rs. 2 by Airtel,"1 GB Daily Data in MiFi, T&C Apply! -- Applicable only for new subscribers as FRC/SRC"
4398,48,,35 Days,Recharge of Rs. 48 by Airtel,All Unlimited Local + STD calls in National Roaming (35 Days). For 4G H/s and 4G SIM (84 days) -- Applicable only on FRC 448(T&C apply) -- Applicable only for new subscribers as FRC/SRC
4399,51,26,90 days,Recharge of Rs. 51 by Airtel,"LOC/STD MOB @1.5P/S, LANDLINE CALLS @2.5P/S -- LOCAL+ STD SMS@30P (30 DAYS) -- 50 MB 3G/4G DATA (28 DAYS) -- Applicable only for new subscribers as FRC/SRC"
4400,82,47,90 days,Recharge of Rs. 82 by Airtel,"50 MB 3G/4G DATA (28 DAYS) -- LOCAL/STD MOB @1.5P/S, LANDLINE OF @2.5P/S FOR 90 DAYS. LOCAL+ STD SMS @30P (30 DAYS) -- Applicable only for new subscribers as FRC/SRC"
4401,103,15,90 Days,Recharge of Rs. 103 by Airtel,"500 MB 3G/4G data (28 days) -- Loc/STD mobile @1.5p/s, Landline @2.5p/s. Local + STD SMS @10p (30 Days) -- Applicable only for new subscribers as FRC/SRC"
4402,151,,28 days,Recharge of Rs. 151 by Airtel,Unlimited Local & STD Airtel calls -- 2 GB data on 4G Handset with 4G SIM and 1 GB for others -- T&C apply. -- Applicable only for new subscribers as FRC/SRC
4403,155,25,90 days,Recharge of Rs. 155 by Airtel,"1 GB 3G/4G Data (28 days) -- Local/STD mobile @1.5p/s, Landline calls @2.5p/s -- Local + STD  -- SMS @10p (30 days) -- Applicable only for new subscribers as FRC/SRC"
4404,196,,28 days,Recharge of Rs. 196 by Airtel,"4G handset+4G SIM: Unlimited Local + STD Airtel mobile + 150 A2M minutes -- 2 GB data,Other H/S: Unlimited Local + STD Airtel mobile + 150 A2M,1 GB Data -- Applicable only for new subscribers as FRC/SRC"
4405,351,,28 days,Recharge of Rs. 351 by Airtel,Unlimited all Local + STD calls -- 1 GB/day 3G/4G data -- T&C apply. -- Applicable only for new subscribers as FRC/SRC
4406,448,,84 days,Recharge of Rs. 448 by Airtel,"4G handset with 4G SIM: Unlimited Local+STD Airtel mobile, 1 GB/day Data (84 days)Other handset: Unlimited Local + STD -- 2 GB Data (35 days) Datacard: 1 GB/day Data (180 days) -- T&C apply -- Applicable only for new subscribers as FRC/SRC"
