id,cost,talktime,validity,comments
4242,25,25,5 days,2 Local Airtel to Airtel Night SMS (1 day)
4243,27,27,N.A,2 Local Airtel night SMS (5 days)
4244,55,55,10 days,2 Local Airtel to Airtel SMS (1 day)
4257,60,50,N.A,Talktime of Rs.50 to Rs.100
4270,501,250,28 days,2 GB 3G/4G Data
4271,34,12,28 days,ISD CALLING PACK
4277,245,,28 days,"FREE Local mobile calls -- 1 GB on 4G handset & 50 MB on other handsets. T&C apply. For detailed T&C, 1 GB Happy Hours night data for 4G H/S & 50 MB for others(3AM to 5AM)"
4280,349,,28 days,Unlimited all Local & STD Calls -- 1 GB data/Day
4281,449,,84 Days,4G handset with 4G SIM: Unlimited all Local + STD -- 1 GB day Data Other handset: Unlimited Local + STD -- 2 GB Data (35 days) -- T&C apply
4282,498,,28 days,Unlimited Local + STD Mobile Calls --  2 GB Data ( 1.5GB/Day for 4G Handsets)
4283,599,,28 days,Unlimited All calls -- 3 GB Data (+ 2GB/day 4G Handsets)
4284,648,,28 days,Unlimited Local + STDMobile Calls -- 3.5 GB Data ( 2.5GB/Day for 4G Handsets)
4285,899,,28 days,Unlimited Local +STD Calls -- 6 GB Data ( 3.5GB/Day for 4G Handsets)
4286,1198,,28 days,Unlimited Local +STD Calls -- 9 GB Data ( 5GB/Day for 4G Handsets)
4287,244,,28 days,"Unlimited Local + STD Airtel to Airtel Mobile calls -- 50 MB data.For 4G Handset+ 4G SIM,extra 1GB Data -- T&C apply"
4396,14,8,60 days,HOME BENEFIT IN UPE UPTO CEILING RATES
