id,cost,talktime,validity,comments
11298,4,,1 day,All Local and STD Calls @1p/2s -- 
11299,5,,1 day,60P/Min outgoing local/STD calls on IDEA network -- 
11300,8,,15 days,Local Calls @ 1.2paisa/2sec
11301,9,,14 days,Local Calls @ 1paisa/2sec
11302,12,,28 days,All Local & STD Calls @ 1.2p/2sec
11303,18,,28 days,Local Idea Calls @ 10p/min; Other Calls@1p/2s
11304,19,,30 days,Local Idea Calls @ 10p/min
11305,53,,5 days,Unlimited Local Idea to Idea Calls
11306,192,,28 days,800 Local & National Free Mins
11307,198,,7 days,Unlimited ALL Local & STD calls
11308,249,,10 days,Unlimited ALL Local & STD calls
11309,289,,7 days,Unlimited ALL Local & STD calls
11310,342,,21 days,Unlimited ALL Local & STD calls
