id,cost,talktime,validity,comments
11175,10,7.47,N.A,Talktime of Rs. 7.47 for Rs. 10 recharge by Idea
11176,16,11.96,2 days,Talktime of Rs. 11.96 for Rs. 16 recharge by Idea
11177,20,14.95,N.A,Talktime of Rs. 14.95 for Rs. 20 recharge by Idea
11178,25,18.69,2 days,Talktime of Rs. 18.69 for Rs. 25 recharge by Idea
11179,30,22.42,N.A,Talktime of Rs. 22.42 for Rs. 30 recharge by Idea
11180,40,30.9,N.A,Talktime of Rs. 30.9 for Rs. 40 recharge by Idea
11181,50,39.37,N.A,Talktime of Rs. 39.37 for Rs. 50 recharge by Idea
11182,60,47.85,N.A,Talktime of Rs. 47.85 for Rs. 60 recharge by Idea
11183,70,56.32,N.A,Talktime of Rs. 56.32 for Rs. 70 recharge by Idea
11184,90,73.27,N.A,Talktime of Rs. 73.27 for Rs. 90 recharge by Idea
11185,110,90.22,N.A,Talktime of Rs. 90.22 for Rs. 110 recharge by Idea
11186,130,107.17,N.A,Talktime of Rs. 107.17 for Rs. 130 recharge by Idea
11187,140,115.64,N.A,Talktime of Rs. 115.64 for Rs. 140 recharge by Idea
11188,160,132.59,N.A,Talktime of Rs. 132.59 for Rs. 160 recharge by Idea
11189,170,141.07,N.A,Talktime of Rs. 141.07 for Rs. 170 recharge by Idea
11190,180,149.54,N.A,Talktime of Rs. 149.54 for Rs. 180 recharge by Idea
11191,190,158.02,N.A,Talktime of Rs. 158.02 for Rs. 190 recharge by Idea
11192,210,174.97,N.A,Talktime of Rs. 174.97 for Rs. 210 recharge by Idea
11193,220,183.44,N.A,Talktime of Rs. 183.44 for Rs. 220 recharge by Idea
11194,230,191.92,N.A,Talktime of Rs. 191.92 for Rs. 230 recharge by Idea
11195,240,200.39,N.A,Talktime of Rs. 200.39 for Rs. 240 recharge by Idea
11196,250,208.86,N.A,Talktime of Rs. 208.86 for Rs. 250 recharge by Idea
11197,260,217.34,N.A,Talktime of Rs. 217.34 for Rs. 260 recharge by Idea
11198,270,225.81,N.A,Talktime of Rs. 225.81 for Rs. 270 recharge by Idea
11199,280,234.29,N.A,Talktime of Rs. 234.29 for Rs. 280 recharge by Idea
11200,290,242.76,N.A,Talktime of Rs. 242.76 for Rs. 290 recharge by Idea
11201,310,259.71,N.A,Talktime of Rs. 259.71 for Rs. 310 recharge by Idea
11202,320,268.19,N.A,Talktime of Rs. 268.19 for Rs. 320 recharge by Idea
11203,330,276.66,N.A,Talktime of Rs. 276.66 for Rs. 330 recharge by Idea
11204,340,285.14,N.A,Talktime of Rs. 285.14 for Rs. 340 recharge by Idea
11205,350,293.61,N.A,Talktime of Rs. 293.61 for Rs. 350 recharge by Idea
11206,360,302.08,N.A,Talktime of Rs. 302.08 for Rs. 360 recharge by Idea
11207,370,310.56,N.A,Talktime of Rs. 310.56 for Rs. 370 recharge by Idea
11208,380,319.03,N.A,Talktime of Rs. 319.03 for Rs. 380 recharge by Idea
11209,390,327.51,N.A,Talktime of Rs. 327.51 for Rs. 390 recharge by Idea
11210,400,335.98,N.A,Talktime of Rs. 335.98 for Rs. 400 recharge by Idea
11211,410,344.46,N.A,Talktime of Rs. 344.46 for Rs. 410 recharge by Idea
11212,420,352.93,N.A,Talktime of Rs. 352.93 for Rs. 420 recharge by Idea
11213,430,361.41,N.A,Talktime of Rs. 361.41 for Rs. 430 recharge by Idea
11214,440,369.88,N.A,Talktime of Rs. 369.88 for Rs. 440 recharge by Idea
11215,450,378.36,N.A,Talktime of Rs. 378.36 for Rs. 450 recharge by Idea
11216,460,386.83,N.A,Talktime of Rs. 386.83 for Rs. 460 recharge by Idea
11217,470,395.31,N.A,Talktime of Rs. 395.31 for Rs. 470 recharge by Idea
11218,480,403.78,N.A,Talktime of Rs. 403.78 for Rs. 480 recharge by Idea
11219,490,412.25,N.A,Talktime of Rs. 412.25 for Rs. 490 recharge by Idea
11220,510,429.2,N.A,Talktime of Rs. 429.2 for Rs. 510 recharge by Idea
11221,520,437.68,N.A,Talktime of Rs. 437.68 for Rs. 520 recharge by Idea
11222,530,446.15,N.A,Talktime of Rs. 446.15 for Rs. 530 recharge by Idea
11223,540,454.63,N.A,Talktime of Rs. 454.63 for Rs. 540 recharge by Idea
