id,cost,talktime,validity,comments
8224,10,7.48,N.A,Talktime of Rs. 7.48 for Rs. 10 recharge by Tata DOCOMO
8225,20,14.94,N.A,Talktime of Rs. 14.94 for Rs. 20 recharge by Tata DOCOMO
8226,30,23.94,N.A,Talktime of Rs. 23.94 for Rs. 30 recharge by Tata DOCOMO
8227,40,33.94,N.A,Talktime of Rs. 33.94 for Rs. 40 recharge by Tata DOCOMO
8228,50,39.37,N.A,Talktime of Rs. 39.37 for Rs. 50 recharge by Tata DOCOMO
8229,60,52.18,N.A,Talktime of Rs. 52.18 for Rs. 60 recharge by Tata DOCOMO
