id,cost,talktime,validity,short description,long description
1209,14,,2 days,Recharge of Rs. 14 by Aircel,100 MB Data (2G)
1210,17,,3 days,Recharge of Rs. 17 by Aircel,140 MB 2G
1212,28,,7 days,Recharge of Rs. 28 by Aircel,500 MB 2G Data
1214,47,,28 days,Recharge of Rs. 47 by Aircel,500 MB 2G Data
1216,57,,28 days,Recharge of Rs. 57 by Aircel,750 MB 2G Data
1217,64,,28 days,Recharge of Rs. 64 by Aircel,1 GB 2G Data
1220,91,,28 days,Recharge of Rs. 91 by Aircel,Unlimited 5 GB 2G Data
1221,98,,28 days,Recharge of Rs. 98 by Aircel,5 GB 2G Data
1222,115,,28 days,Recharge of Rs. 115 by Aircel,1.2 GB Data (2G)
1224,125,,28 days,Recharge of Rs. 125 by Aircel,Unlimited 125 GB 2G Data
