id,cost,talktime,validity,comments
4057,6,,4 days,Local + STD calls @1p/s
4058,9,,4 days,All Local Mobile Calls @30p/min
4059,15,,27 days,Local and STD Mobile calls @ 1p/s
4060,46,,27 days,Local Mobile Calls @ 30p/m
4061,51,,27 days,Local A2A Calls @ 10p/m
4062,65,,27 days,All Local+STD Mobile Calls @ 25p/min
4063,74,,27 days,Local A2A Calls @ 10p/m and Local Other mobile calls @30p/m
4064,76,,54 days,Local Mobile Calls @ 30p/m
4065,91,,54 days,Local A2A Calls @ 10p/m
4066,94,,81 days,Local Mobile Calls @ 30p/m
4067,121,,81 days,Local A2A Mobile Calls @ 10p/m
4068,134,,54 days,Local A2A Calls @ 10p/m and Local Other mobile calls @30p/m
4069,184,,81 days,Local A2A Calls @ 10p/m and Local Other mobile calls @30p/m
4070,199,,4 days,Unlimited Local+STD all calls (T&C apply)
4071,249,,3 days,Free All Calls -- T&C Apply.
4072,299,,4 days,Free All Calls -- T&C Apply
4073,545,,84 days,Unlimited Local + STD Airtel calls (T&C apply)
