id,cost,talktime,validity,short description,long description
8885,10,7.48,N.A,Recharge of Rs. 10 by Docomo,Talktime of Rs. 7.48 for Rs. 10 recharge by Tata DOCOMO
8886,20,14.94,N.A,Recharge of Rs. 20 by Docomo,Talktime of Rs. 14.94 for Rs. 20 recharge by Tata DOCOMO
8887,30,22.42,N.A,Recharge of Rs. 30 by Docomo,Talktime of Rs. 22.42 for Rs. 30 recharge by Tata DOCOMO
8888,40,30.9,N.A,Recharge of Rs. 40 by Docomo,Talktime of Rs. 30.9 for Rs. 40 recharge by Tata DOCOMO
8889,50,39.38,N.A,Recharge of Rs. 50 by Docomo,Talktime of Rs. 39.38 for Rs. 50 recharge by Tata DOCOMO
8891,60,47.84,N.A,Recharge of Rs. 60 by Docomo,Talktime of Rs. 47.84 for Rs. 60 recharge by Tata DOCOMO
8892,70,65,N.A,Recharge of Rs. 70 by Docomo,Talktime of Rs. 65 for Rs. 70 recharge by Tata DOCOMO
8894,80,64.8,N.A,Recharge of Rs. 80 by Docomo,Talktime of Rs. 64.8 for Rs. 80 recharge by Tata DOCOMO
8895,89,84,N.A,Recharge of Rs. 89 by Docomo,Talktime of Rs. 84 for Rs. 89 recharge by Tata DOCOMO
8896,90,85,N.A,Recharge of Rs. 90 by Docomo,Talktime of Rs. 85 for Rs. 90 recharge by Tata DOCOMO
8898,100,95,N.A,Recharge of Rs. 100 by Docomo,Talktime of Rs. 95 for Rs. 100 recharge by Tata DOCOMO
8904,330,276.66,N.A,Recharge of Rs. 330 by Docomo,Talktime of Rs. 276.66 for Rs. 330 recharge by Tata DOCOMO
