id,cost,talktime,validity,comments
6127,42,,21 days,For Per Minute plan: (a)10paisa/min for On-net voice calls(Local/STD) (b) 30paisa/min for Offnet voice calls (Local/STD) -- For Per Second plan: (a)1paisa/3sec for On-net voice calls(Local/STD) (b) 2paisa/3 sec for OffnetVoice calls (Local/STD)STV feature available in home LSA only.
6128,44,,25 days,Local any network Voice calls 1.4ps per 2 secs.STV benefit available in home LSA only.
6129,58,,8 days,5600 Sec Local or STD to any network
6130,65,,27 days,Local onnet voice calls at 15p per min.STV benefit available in home LSA only.
6131,69,,30 days,Local Call Anynet at 1 ps per 2 sec. STV feature available in home LSA only.
6132,88,,48 days,For Per Minute plan:(a)10paisa/min for On-net voice calls (Local/STD)(b)30paisa/min for Off-netvoicecalls(Local/STD) -- For Per Second plan:(a)1paisa/3sec for On-net voice calls (Local/STD) (b)2paisa/3 sec for Off-net Voice calls (Local/STD)
6133,122,,75 days,Local any network Voice calls 1.4ps per 2 secs.STV benefit available in home LSA only.
6134,135,,28 days,275 min free to any network (Local/STD)
6135,142,,30 days,Unlimited On net(local/STD) voice calls + Off-net(local/STD) voice calls upto 20 minutes per day. -- This STV is applicable only for all free plan-149 customers.
6136,159,,30 days,20300 sec Local/STD any net
6137,164,,5 days,Unlimited Local STD Onnet Voice call. STV benefit available in home LSA only.
6138,344,,24 days,Unlimited Local Onnet Voice call. STV benefit available in home LSA only.
6139,359,,60 days,52000 sec Local/STD any net
6140,449,,84 days,1400 min. Local/STD any net
6141,574,,27 days,Unlimited Local Onnet call and 500 minutes Local STD any net Voice call. STV benefit available in home LSA only.
6142,699,,28 days,Unlimited Local STD onnet Voice call. STV benefit available in home LSA only.
6143,894,,81 days,Unlimited Local Onnet Voice call. STV benefit available in home LSA only.
6144,1494,,81 days,Unlimited Local Onnet call and 1500 minutes Local STD any net Voice call.STV benefit available in home LSA only.
