id,cost,talktime,validity,comments
2674,10,7.47,N.A,Talktime of Rs. 7.47 for Rs. 10 recharge by Airtel
2675,20,14.95,N.A,Talktime of Rs. 14.95 for Rs. 20 recharge by Airtel
2676,30,22.42,N.A,Talktime of Rs. 22.42 for Rs. 30 recharge by Airtel
2677,40,30.9,N.A,Talktime of Rs. 30.9 for Rs. 40 recharge by Airtel
2678,50,39.37,N.A,Talktime of Rs. 39.37 for Rs. 50 recharge by Airtel
2679,60,47.85,N.A,Talktime of Rs. 47.85 for Rs. 60 recharge by Airtel
2680,70,56.32,N.A,Talktime of Rs. 56.32 for Rs. 70 recharge by Airtel
2681,80,64.8,N.A,Talktime of Rs. 64.8 for Rs. 80 recharge by Airtel
2682,90,73.27,N.A,Talktime of Rs. 73.27 for Rs. 90 recharge by Airtel
2683,100,81.75,N.A,Talktime of Rs. 81.75 for Rs. 100 recharge by Airtel
2684,110,90.22,N.A,Talktime of Rs. 90.22 for Rs. 110 recharge by Airtel
2685,120,98.69,N.A,Talktime of Rs. 98.69 for Rs. 120 recharge by Airtel
2686,130,107.17,N.A,Talktime of Rs. 107.17 for Rs. 130 recharge by Airtel
2687,140,115.64,N.A,Talktime of Rs. 115.64 for Rs. 140 recharge by Airtel
2688,150,135,N.A,Talktime of Rs. 135 for Rs. 150 recharge by Airtel
2690,160,132.59,N.A,Talktime of Rs. 132.59 for Rs. 160 recharge by Airtel
2691,170,141.07,N.A,Talktime of Rs. 141.07 for Rs. 170 recharge by Airtel
2692,190,158.02,N.A,Talktime of Rs. 158.02 for Rs. 190 recharge by Airtel
2693,200,190,N.A,Talktime of Rs. 190 for Rs. 200 recharge by Airtel
2694,210,174.97,N.A,Talktime of Rs. 174.97 for Rs. 210 recharge by Airtel
2695,220,210,N.A,Talktime of Rs. 210 for Rs. 220 recharge by Airtel
2696,240,200.39,N.A,Talktime of Rs. 200.39 for Rs. 240 recharge by Airtel
2697,270,225.81,N.A,Talktime of Rs. 225.81 for Rs. 270 recharge by Airtel
2698,310,259.71,N.A,Talktime of Rs. 259.71 for Rs. 310 recharge by Airtel
2699,400,335.98,N.A,Talktime of Rs. 335.98 for Rs. 400 recharge by Airtel
2700,510,429.2,N.A,Talktime of Rs. 429.2 for Rs. 510 recharge by Airtel
