id,cost,talktime,validity,comments
2761,15,,7 days,STD Mobile calls @25p/min
2762,32,,28 days,STD Mobile calls @30p/min
2763,37,,28 days,STD Mobile calls @25p/min
2764,57,,45 days,STD Mobile calls @25p/min
2765,67,,56 days,STD Mobile Calls @ 25p/min
