id,cost,talktime,validity,comments
3316,25,,4 days,150 MB 4G/3G Data
3317,29,,30 days,115 MB 4G/3G Data
3318,41,,6 days,235 MB 4G/3G Data
3319,54,,1 day,1 GB 4G/3G Data
3320,58,,8 days,330 MB 4G/3G Data
3321,91,,13 days,525 MB 4G/3G Data
3322,96,,5 days,1GB 4G/3G Data -- Data Share / Cash back does not apply 
3323,147,,7 days,1 GB 4G/3G Data
3324,148,,28 days,370 MB 4G/3G Data
3325,151,,28 days,600 MB 4G/3G data  ( Applicable for all handsets) + Additional 42MB 4G/3G data (Applicable for 4G handsets with 4G SIM only)
3326,175,,28 days,1 GB 4G/3G Data
3327,252,,28 days,1.5 GB 4G/3G  Data. 1.5 GB Happy Hours Night data(3AM to 5AM)
3328,296,,28 days,2 GB 4G/3G data ( Applicable for all handsets) + Additional 2B 4G/3G data (Applicable for 4G handsets with 4G SIM only)
3329,349,,28 days,Unlimited all Local + STD calls -- 1 GB/day 3G/4G data -- T&C apply.
3330,396,,28 days,3 GB 4G/3G Data
3331,499,,28 days,4 GB 4G/3G data (28 days) ( Applicable for all handsets) + Additional 6GB 4G/3G data (28 days) (Applicable for 4G handsets with 4G SIM only)
3332,549,,28 days,Unlimited all Local + STD calls -- 2 GB/day 3G/4G data -- T&C apply.
3333,598,,28 days,5 GB 4G/3G data. 5GB Happy Hours night data(3AM to 5AM)
3334,695,,90 days,Free Local and STD Airtel Mobile calls -- 500 MB 4G/3G Data 
3335,795,,90 days,Free Local and STD Airtel Mobile calls -- 1 GB 4G/3G Data 
3336,798,,28 days,7 GB 4G/3G  Data. 7GB Happy Hours Night data(3AM to 5AM)
3337,799,,28 days,Unlimited all Local + STD calls -- 3 GB/day 3G/4G data -- T&C apply.
3338,995,,28 days,Unlimited all Local + STD calls -- 4 GB/day 3G/4G data -- T&C apply.
3339,999,,28 days,10 GB 3G/4G Data ( Applicable for all handsets) + Additional10 GB 3G/4G Data (Applicable for 4G handsets with 4G SIM only)
3340,1049,,28 days,10 GB 4G/3G Data. 10GB Happy Hours Night data(3AM to 5AM)
3341,1555,,28 days,16 GB 4G/3G Data. 16GB Happy Hours Night data(3AM to 5AM)
3342,2499,,28 days,"25 GB 4G/3G  Data & 25 GB 4G,post quota UL internet at controlled speed"
3343,53,,7 days,Unlimited Airtel Local & STD -- 50 MB 4G/3G on All Handset + 200 MB 4G/3G extra on 4G Handset
3344,93,,7 days,Unlimited Airtel Local & STD + 100 Min on Airtel to Other Mobile -- 50 MB 4G/3G on All Handset + 200 MB 4G/3G extra on 4G Handset
3345,146,,28 days,"Free Local +STD Airtel to Airtel mobile calls -- 50 MB 3G/4G data -- For 4G handset only, get 300MB data.(T&C apply)"
3346,648,,28 days,UNLIMITED ALL LOCAL + STD CALLS WITH 2GB 4G/3G DATA. Additional 2GB data for 4G handsets. T&C APPLY.
