id,cost,talktime,validity,comments
14275,8,,2 days,Local Reliance voice calls @15p/min and other local and STD voice calls @35p/min
14276,9,,1 day,60 local R2R minute
14277,11,,5 days,Local/STD calls in Home and National Roaming location at 40p/min and Incoming Free while National Roaming
14278,13,,3 days,Local Reliance voice calls @ 15p/min and other local and STD voice calls @35p/min 
14279,17,,10 days,All call 30p/min
14280,26,,2 days,All Local and STD reliance calls at 5p/min
14281,32,,28 days,All local call 30p/min
14282,37,,28 days,All Reliance to Reliance @10 p/min
14283,41,,28 days,All local calls @ 30p/min
14284,42,,28 days,All local and STD mobile calls @ 30p/min for 28 days
14285,47,,30 days,Local/STD calls in Home and National Roaming location at 40p/min & Incoming Free while National Roaming
14286,54,,10 days,400 local R2R mobile minute
14287,62,,90 days,All Local & STD Calls @30p
14288,68,,10 days,130 local+STD minute
14289,73,,84 days,All local mobile call 30p/min 
14290,98,,7 days,All local R2R free
14291,148,,28 days,350 local+STD minute
14292,185,,28 days,2000 Local R2R free
14293,248,,28 days,All local R2R Free
