id,cost,talktime,validity,comments
11885,10,7.47,N.A,Talktime of Rs. 7.47 for Rs. 10 recharge by Idea
11886,20,14.95,N.A,Talktime of Rs. 14.95 for Rs. 20 recharge by Idea
11887,30,22.42,N.A,Talktime of Rs. 22.42 for Rs. 30 recharge by Idea
11888,40,30.9,N.A,Talktime of Rs. 30.9 for Rs. 40 recharge by Idea
11889,50,39.37,N.A,Talktime of Rs. 39.37 for Rs. 50 recharge by Idea
11890,60,50,N.A,Talktime: Magic 50 to 100
11891,70,56.32,N.A,Talktime of Rs. 56.32 for Rs. 70 recharge by Idea
11892,80,76,N.A,Talktime of Rs. 76 for Rs. 80 recharge by Idea
11893,90,73.27,N.A,Talktime of Rs. 73.27 for Rs. 90 recharge by Idea
11894,120,98.69,N.A,Talktime of Rs. 98.69 for Rs. 120 recharge by Idea
11895,130,107.17,N.A,Talktime of Rs. 107.17 for Rs. 130 recharge by Idea
11896,140,115.64,N.A,Talktime of Rs. 115.64 for Rs. 140 recharge by Idea
11897,160,132.59,N.A,Talktime of Rs. 132.59 for Rs. 160 recharge by Idea
11898,190,158.02,N.A,Talktime of Rs. 158.02 for Rs. 190 recharge by Idea
11899,210,174.97,N.A,Talktime of Rs. 174.97 for Rs. 210 recharge by Idea
11900,220,183.44,N.A,Talktime of Rs. 183.44 for Rs. 220 recharge by Idea
11901,230,191.92,N.A,Talktime of Rs. 191.92 for Rs. 230 recharge by Idea
11902,240,200.39,N.A,Talktime of Rs. 200.39 for Rs. 240 recharge by Idea
11903,250,208.86,N.A,Talktime of Rs. 208.86 for Rs. 250 recharge by Idea
11904,270,225.81,N.A,Talktime of Rs. 225.81 for Rs. 270 recharge by Idea
11905,280,234.29,N.A,Talktime of Rs. 234.29 for Rs. 280 recharge by Idea
11906,290,242.76,N.A,Talktime of Rs. 242.76 for Rs. 290 recharge by Idea
11907,310,259.71,N.A,Talktime of Rs. 259.71 for Rs. 310 recharge by Idea
11908,320,268.19,N.A,Talktime of Rs. 268.19 for Rs. 320 recharge by Idea
11909,340,285.14,N.A,Talktime of Rs. 285.14 for Rs. 340 recharge by Idea
11910,360,302.08,N.A,Talktime of Rs. 302.08 for Rs. 360 recharge by Idea
11911,370,310.56,N.A,Talktime of Rs. 310.56 for Rs. 370 recharge by Idea
11912,380,319.03,N.A,Talktime of Rs. 319.03 for Rs. 380 recharge by Idea
11913,390,327.51,N.A,Talktime of Rs. 327.51 for Rs. 390 recharge by Idea
11914,400,335.98,N.A,Talktime of Rs. 335.98 for Rs. 400 recharge by Idea
11915,410,344.46,N.A,Talktime of Rs. 344.46 for Rs. 410 recharge by Idea
11916,420,352.93,N.A,Talktime of Rs. 352.93 for Rs. 420 recharge by Idea
11917,430,361.41,N.A,Talktime of Rs. 361.41 for Rs. 430 recharge by Idea
11918,440,369.88,N.A,Talktime of Rs. 369.88 for Rs. 440 recharge by Idea
11919,450,378.36,N.A,Talktime of Rs. 378.36 for Rs. 450 recharge by Idea
11920,460,386.83,N.A,Talktime of Rs. 386.83 for Rs. 460 recharge by Idea
11921,470,395.31,N.A,Talktime of Rs. 395.31 for Rs. 470 recharge by Idea
