id,cost,talktime,validity,short description,long description
8211,22,,28 days,Recharge of Rs. 22 by Docomo,All STD On-Net & Off-Net calls @ 35p/ min
8212,28,,28 days,Recharge of Rs. 28 by Docomo,All STD calls @ 25p/ min
8213,43,,56 days,Recharge of Rs. 43 by Docomo,All STD calls @ 25p/ min. (first minute charge @ Rs.1/ min.)
