id,cost,talktime,validity,comments
151,12,,7 days,30 Min L+S
152,13,,1 day,Unlimited A2A Local + STD calling
153,15,,2 days,40 Local A2A Mins
154,17,,45 days,"All local Calls @ 1.35p/sec, STD 1.5p/sec, LL 3p/sec "
155,19,,1 day,Unlimited All Local + STD calling
156,21,,28 days,All Local Mobile Calls @ 30p/min
157,24,,15 days,Local On net Mobile Calls @ 10p/min
158,27,,3 days,80 Local A2A Mins
159,32,,56 days,All Local Calls @ 30p/min
160,35,,5 days,63 Min All Local calls
161,36,,28 days,Local A2A @10p/min
162,48,,7 days,80 minutes for All Local & STD calls
163,63,,28 days,All Local & STD @25p/min
164,66,,28 days,1000 Local / National
165,68,,56 days,Local A2A @ 10p/min
166,74,,35 days,All Local & STD @25p/min
167,99,,7 days,Unlimited All Local & STD Calls
168,115,,28 days,"Local A2A @ 10p/min, STDA2A 30p/min & other Local & STD 30p/min"
