id,cost,talktime,validity,comments
8537,5,,Till Midnight,30 MB 2G data
8538,8,,Till Midnight,45 MB 2G data
8539,15,,3 days,90 MB 2G data
8540,19,,2 days,"Unlimited Data, FUP 10GB per day"
8541,26,,5 days,150 MB 2G data
8542,33,,28 days,150 MB 2G data
8543,39,,7 days,300 MB 2G data
8544,52,,21 days,200 MB 2G Data
8545,56,,14 days,500 MB Data per day 
8546,66,,28 days,300 MB 2G data
8548,95,,14 days,600 MB 2G data
8549,98,,28 days,1 GB Data per day
8551,135,,21 days,750 MB 2G data
8552,174,,28 days,2 GB 2G data
8554,239,,28 days,4 GB Data
8555,269,,28 days,5 GB Data
8558,505,,365 days,5 GB 2G Data
