id,cost,talktime,validity,comments
8590,252,,180 days,Local OG roaming @ 78p/min. STD OG roaming @ 90p/min. Incoming roaming @ 0p/min -- Local OG roaming @ 78p/min. STD OG roaming @ 90p/min. Incoming roaming @ 0p/min
8591,371,,180 days,"300 Local Tata to Tata minutes free, post that 10p/min -- All other calls at 30p/min -- 1 GB 2G data/month for 3 months. -- Local Off-Net mobile calls @ 30p/min -- Local On-Net Mins: 300 Local Tata to Tata minutes free, post that 10p/min. -- Data: 1GB 2G per month for 3 months"
8592,775,,180 days,Incoming calls on roaming @ 0p/ min. All local outgoing calls on roaming @ 80p/ min. All STD outgoing calls on roaming @ Rs.1.15.Local SMS on raoming @ 25p/ SMS. Local SMS on raoming @ 38p/ SMS.
