id,cost,talktime,validity,comments
18075,575,,1 day,"FREE Incoming calls! All Outgoing calls @ Rs. 1/min (anywhere in the world) -- Data @ Rs 1/MB -- Outgoing SMS @ Rs.15/sms & Incoming SMS FREE -- Applicable in US, UK, Europe (15 countries), UAE, Thailand, Singapore, Nepal, Bangladesh, Srilanka, HongKong, Macau"
18076,1151,,2 days,"FREE Incoming calls! All Outgoing calls @ Rs. 1/min (anywhere in the world) -- Data @ Rs 1/MB -- Outgoing SMS @ Rs.15/sms & Incoming SMS FREE -- Applicable in US, UK, Europe (15 countries), UAE, Thailand, Singapore, Nepal, Bangladesh, Srilanka, HongKong, Macau"
18077,1725,,3 days,"FREE Incoming calls! All Outgoing calls @ Rs. 1/min (anywhere in the world) -- Data @ Rs 1/MB -- Outgoing SMS @ Rs.15/sms & Incoming SMS FREE -- Applicable in US, UK, Europe (15 countries), UAE, Thailand, Singapore, Nepal, Bangladesh, Srilanka, HongKong, Macau"
18078,2301,,4 days,"FREE Incoming calls! All Outgoing calls @ Rs. 1/min (anywhere in the world) -- Data @ Rs 1/MB -- Outgoing SMS @ Rs.15/sms & Incoming SMS FREE -- Applicable in US, UK, Europe (15 countries), UAE, Thailand, Singapore, Nepal, Bangladesh, Srilanka, HongKong, Macau"
18079,2875,,7 days,"FREE Incoming calls! All Outgoing calls @ Rs. 1/min (anywhere in the world) -- Data @ Rs 1/MB -- Outgoing SMS @ Rs.15/sms & Incoming SMS FREE -- Applicable in US, UK, Europe (15 countries), UAE, Thailand, Singapore, Nepal, Bangladesh, Srilanka, HongKong, Macau"
18080,4025,,10 days,"FREE Incoming calls! All Outgoing calls @ Rs. 1/min (anywhere in the world) -- Data @ Rs 1/MB -- Outgoing SMS @ Rs.15/sms & Incoming SMS FREE -- Applicable in US, UK, Europe (15 countries), UAE, Thailand, Singapore, Nepal, Bangladesh, Srilanka, HongKong, Macau"
18081,5751,,30 days,"FREE Incoming calls! All Outgoing calls @ Rs. 1/min (anywhere in the world) -- Data @ Rs 1/MB -- Outgoing SMS @ Rs.15/sms & Incoming SMS FREE -- Applicable in US, UK, Europe (15 countries), UAE, Thailand, Singapore, Nepal, Bangladesh, Srilanka, HongKong, Macau"
