id,cost,talktime,validity,short description,long description
1743,10,7.47,N.A,Recharge of Rs. 10 by Airtel,Talktime of Rs. 7.47 for Rs. 10 recharge by Airtel
1744,20,14.95,N.A,Recharge of Rs. 20 by Airtel,Talktime of Rs. 14.95 for Rs. 20 recharge by Airtel
1746,30,22.42,N.A,Recharge of Rs. 30 by Airtel,Talktime of Rs. 22.42 for Rs. 30 recharge by Airtel
1748,40,30.9,N.A,Recharge of Rs. 40 by Airtel,Talktime of Rs. 30.9 for Rs. 40 recharge by Airtel
1749,50,39.37,N.A,Recharge of Rs. 50 by Airtel,Talktime of Rs. 39.37 for Rs. 50 recharge by Airtel
1750,60,47.85,N.A,Recharge of Rs. 60 by Airtel,Talktime of Rs. 47.85 for Rs. 60 recharge by Airtel
1751,70,56.32,N.A,Recharge of Rs. 70 by Airtel,Talktime of Rs. 56.32 for Rs. 70 recharge by Airtel
1752,80,75,N.A,Recharge of Rs. 80 by Airtel,Talktime of Rs. 75 for Rs. 80 recharge by Airtel
1753,90,85,N.A,Recharge of Rs. 90 by Airtel,Talktime of Rs. 85 for Rs. 90 recharge by Airtel
1754,100,95,N.A,Recharge of Rs. 100 by Airtel,Talktime of Rs. 95 for Rs. 100 recharge by Airtel
1755,110,103,N.A,Recharge of Rs. 110 by Airtel,Talktime of Rs. 103 for Rs. 110 recharge by Airtel
1756,120,114,N.A,Recharge of Rs. 120 by Airtel,Talktime of Rs. 114 for Rs. 120 recharge by Airtel
1757,150,142,N.A,Recharge of Rs. 150 by Airtel,Talktime of Rs. 142 for Rs. 150 recharge by Airtel
1759,200,190,N.A,Recharge of Rs. 200 by Airtel,Talktime of Rs. 190 for Rs. 200 recharge by Airtel
1760,220,209,N.A,Recharge of Rs. 220 by Airtel,Talktime of Rs. 209 for Rs. 220 recharge by Airtel
