id,cost,talktime,validity,comments
1841,28,,27 days,"USA,Canada @1.99 UK LL @3.99 Bhutan @5 Malaysia @2 Hongkong,Singapore,China @3 Thailand @4 Srilanka @6.50 Japan @7 Taiwan @8 Nepa l@6 Bangladesh @2.99 Saudi Arabia,Kuwait,Bahrain @7.5 UAE @8.99 Qatar@11 (Rs/m)"
1842,498,,1 day,"Unlimited incoming, 100min Local/call to India -- 500 MB data -- 100 SMS/day,-- Till 12:00 midnight"
1843,646,,1 day,Free benefits : 100Min incoming -- 500 MB Data -- 100 SMS/Day -- 100Min Loc/Call to India
1844,649,,1 day,"100min incoming,100min Local/call to India -- 500 MB data -- 100 SMS/day"
1845,996,,1 day,"100min incoming, 100min Local/call to India -- 500 MB data -- 100SMS/day -- Till 12:00 midnight. "
1846,1199,,10 days,Free benefits: Unlimited incoming -- 3 GB data -- 100sms/Day -- 250min local/call to India -- For covered countries/tariff visit www.airtel.in/IR
1847,2499,,30 days,Unlimited incoming -- 5 GB data -- 100sms/Day -- 500min loc/call to India
1848,2899,,30 days,"Thailand Smartpack: 1GB data -- Unlimited incomings -- 299min India calls -- Tariff; Calls to India/Local;Rs10/min, Intl.calls;Rs39 -- SMS;Rs10 -- Data;Rs10/MB"
1849,2996,,10 days,Free benefits: 250 min incoming -- 3 GB data -- 100sms/Day -- 250min local/call to India -- For covered countries/tariff visit www.airtel.in/IR
1850,2999,,10 days,Free benefits: Unlimited incoming -- 3 GB data -- 100sms/Day -- 250min local/call to India -- For covered countries/tariff visit www.airtel.in/IR
1851,3991,,30 days,"UAE Smartpacks:3 GB Data -- 400 incoming calls -- 400 min India calls -- 100 SMS/Day -- Tariff: Calls to India/Local: @Rs10/m, Intl.calls: @Rs39/m -- Data: @Rs3/MB"
1852,3995,,10 days,Free benefits: 250 min incoming -- 3 GB data -- 100 sms/Day -- 250 min local/call to India
1853,3998,,30 days,Free benefits: unlimited incoming -- 5 GB data -- 100sms/Day -- 500 min loc/call to India
1854,3999,,30 days,Free benefits: unlimited incoming -- 5 GB data -- 100sms/Day -- 500 min loc/call to India
1855,6999,,30 days,Free benefits: unlimited incoming -- 5 GB data -- 100sms/Day -- 500 min loc/call to India
