id,cost,talktime,validity,comments
2011,7,,1 day,National Roaming Benefit: Local & STD outgoing calls @60p/min
2012,21,,27 days,National Roaming Benefits: Local & STD outgoing calls @60p/min 
2013,56,,28 days,Unlimited roaming calls free -- T&C apply --  Applicable only after recharge of 349/549/749/999.
2014,72,,81 days,National Roaming Benefits: Local & STD outgoing calls @60p/min.SMSlocal per National per international Rs0.25 per 0.38 per 5.00 
