id,cost,talktime,validity,comments
9004,27,,14 days,500 National SMS (Local/STD SMS)
9005,43,,28 days,600 National SMS (Local/STD SMS)
9006,49,,28 days,1000 National SMS (Local/STD SMS)
9007,89,,28 days,2000 National SMS (Local/STD SMS)
