id,cost,talktime,validity,short description,long description
13644,23,,2 days,Recharge of Rs. 23 by RelianceGSM,1 GB 3G/2G Promo Data
13646,34,,1 day,Recharge of Rs. 34 by RelianceGSM,1GB 3G/2G Data in Night (00:01 to 06:00 AM).
13679,19,,2 days,Recharge of Rs. 19 by RelianceGSM,75 MB Data
13680,44,,7 days,Recharge of Rs. 44 by RelianceGSM,200 MB Data
13681,53,,5 days,Recharge of Rs. 53 by RelianceGSM,250 MB Data
13682,73,,5 days,Recharge of Rs. 73 by RelianceGSM,350 MB Data
13683,85,,3 days,Recharge of Rs. 85 by RelianceGSM,400 MB Data
13684,89,,28 days,Recharge of Rs. 89 by RelianceGSM,1 GB/ Day 3G Data
13685,92,,7 days,Recharge of Rs. 92 by RelianceGSM,500 MB Data
13686,118,,15 days,Recharge of Rs. 118 by RelianceGSM,500 MB Data
13687,123,,10 days,Recharge of Rs. 123 by RelianceGSM,700 MB Data
13688,143,,7 days,Recharge of Rs. 143 by RelianceGSM,750MB 3G data. Unused data quota will be forfeited.
13689,152,,28 days,Recharge of Rs. 152 by RelianceGSM,Unltd Local & STD R-R Calls -- 3 GB 3G Data + All R -Others calls @1p/sec -- Free Incoming Roaming
13690,153,,14 days,Recharge of Rs. 153 by RelianceGSM,1 GB 3G Data -- 60 mins calls to any network/Day 
13691,156,,14 days,Recharge of Rs. 156 by RelianceGSM,450 MB Data
13692,177,,21 days,Recharge of Rs. 177 by RelianceGSM,800 MB Data
13693,182,,15 days,Recharge of Rs. 182 by RelianceGSM,2 GB 3G Data (1 GB 3G All Time + 1 GB 3G Night (00:00 to 06:00 AM) -- FREE Unlimited Local Reliance Mobile Calls -- Zero Subscripsion Fee access to 8000 Movie + 50000 Music Videos + 35 Lac Sound Track
13694,192,,21 days,Recharge of Rs. 192 by RelianceGSM,1GB Data
13695,198,,28 days,Recharge of Rs. 198 by RelianceGSM,1 GB Data
13696,235,,28 days,Recharge of Rs. 235 by RelianceGSM,1.5 GB 3G Data All Time + 1.5 GB 3G Data Night (00:00 to 06:00 AM) --  Zero MoviNet Subscripsion Fee access to 8000 Movie + 50000 Music Videos + 35 Lac Sound Track 
13697,243,,28 days,Recharge of Rs. 243 by RelianceGSM,1.25 GB 3G Data. Unused data quota will be forfeited.
13698,246,,28 days,Recharge of Rs. 246 by RelianceGSM,2 GB Data
13699,252,,28 days,Recharge of Rs. 252 by RelianceGSM,1GB Data
13700,294,,28 days,Recharge of Rs. 294 by RelianceGSM,2.5 GB Data
13701,303,,28 days,Recharge of Rs. 303 by RelianceGSM,1 GB 3G Data -- 60 mins calls to any network/Day
13702,343,,28 days,Recharge of Rs. 343 by RelianceGSM,2GB 3G Data. Unused data quota will be forfeited.
13703,359,,28 days,Recharge of Rs. 359 by RelianceGSM,2.5 GB Data
13704,397,,28 days,Recharge of Rs. 397 by RelianceGSM,3 GB Data
13705,447,,28 days,Recharge of Rs. 447 by RelianceGSM,3.5 GB Data
13706,492,,45 days,Recharge of Rs. 492 by RelianceGSM,3 GB Data
13707,493,,28 days,Recharge of Rs. 493 by RelianceGSM,3GB 3G Data. Unused data quota will be forfeited.
13708,498,,28 days,Recharge of Rs. 498 by RelianceGSM,4 GB Data
13709,549,,28 days,Recharge of Rs. 549 by RelianceGSM,4.5 GB Data
13710,555,,90 days,Recharge of Rs. 555 by RelianceGSM,1GB 3G Data + 60 mins calls to any network / Day
13711,593,,28 days,Recharge of Rs. 593 by RelianceGSM,5 GB 3G Data -- Unlimited Local Onnet Mobile Calls Free
13712,648,,28 days,Recharge of Rs. 648 by RelianceGSM,5.5 GB Data
13713,693,,28 days,Recharge of Rs. 693 by RelianceGSM,5GB 3G Data. Unused data quota will be forfeited.
13714,698,,28 days,Recharge of Rs. 698 by RelianceGSM,6 GB Data
13715,749,,28 days,Recharge of Rs. 749 by RelianceGSM,6.5 GB Data
13716,786,,180 days,Recharge of Rs. 786 by RelianceGSM,1 GB/ DAY 3G Data 
13717,798,,28 days,Recharge of Rs. 798 by RelianceGSM,7 GB Data
13718,848,,28 days,Recharge of Rs. 848 by RelianceGSM,8 GB Data
13719,898,,28 days,Recharge of Rs. 898 by RelianceGSM,8.5 GB Data
13720,949,,28 days,Recharge of Rs. 949 by RelianceGSM,9 GB Data
13721,998,,28 days,Recharge of Rs. 998 by RelianceGSM,9.5 GB Data
13722,1199,,28 days,Recharge of Rs. 1199 by RelianceGSM,11 GB Data
13723,1297,,28 days,Recharge of Rs. 1297 by RelianceGSM,10Gb 3G Data. Unused data quota will be forfeited.
13724,1298,,28 days,Recharge of Rs. 1298 by RelianceGSM,15 GB Data
