id,cost,talktime,validity,comments
8036,25,25,3 days,2 Tata to Tata Local SMS free
8037,35,35,5 days,1 Local On-Net SMS
8038,45,45,5 days,1 Local On-Net SMS
8039,55,55,6 days,5 local Onnet SMS 
8040,94,94,14 days,"50 L+N sms free per day,10p/sms 50 to 100 sms, 1st Sms of the day@60p. all LL @2p/sec"
8041,119,119,28 days,2 Local ONNET SMS
8045,333,333,28 days,333 TT(Unlimited Validity) -- Local/STD Mobile calls @ 1.2p/ 2secs.
8053,125,100,14 days,300 MB 3G Data
8054,199,189,28 days,1GB 3G Data 
8055,251,115,28 days,2GB 3G Data 
8056,257,240,28 days,1GB 3G Data
8057,299,140,28 days,3 GB 3G Data
8058,398,290,28 days,3 GB 3G Data
8059,499,271,60 days,4 GB 3G Data
8060,175,65,28 days,1GB 3G Data 
8061,6,,30 days,"All Local &STD sms @8p/sms, 30 D --  ISD calls to: US,Can,UK(F),Chi,Tib, Spore@1.5p/S Malysia@2p/SBdesh,HK@3p/SThai@4p/S Nep@15p/SKuw,Pak,S.Arabia@11p/S Nig,SL@12p/SUAE@14p/S"
8094,103,,28 days,Unlimited T2T calls and 50MB Data
