id,cost,talktime,validity,comments
6583,11,,28 days,All Local Calls 1.2p/2 Sec
6584,24,,28 days,All Local + STD Calls 1.2p/2 Sec
6585,26,,26 hours only,UL Voice Calls across India to any Network for 26 Hr from time of recharge
6586,135,,28 days,300 Min Local or STD Calls to any network
6587,191,,28 days,All BSNL Calls Free and Other Net Calls 25p/Min in Odisha as well as During Roaming
6588,202,,28 days,400 MIN onnet or offnet local and STD calls
