id,cost,talktime,validity,comments
14763,5,,Recharge Date,30MB 3G
14764,16,,1 day,1 GB 3G Data
14765,18,,3 days,100MB 3G
14766,27,,5 days,125MB 3G
14767,32,,3 days,1 GB 3G Data
14768,45,,5 days,225MB 3G
14769,49,,28 days,1 GB 3G Data
14770,51,,7 days,250MB 3G
14771,89,,28 days,1 GB/ Day 3G Data
14772,97,,28 days,250MB 3G
14773,98,,28 days,2 GB 3G Data
14774,149,,28 days,3 GB 3G Data
14775,177,,21 days,1GB 3G
14776,198,,28 days,1.25 GB 3G Data (Core) + 1.25GB 3G Data (Promo)
14777,246,,28 days,1.75GB 3G
14778,499,,28 days,4.5GB 3G
14779,649,,60 days,6GB 3G
14780,786,,180 days,1 GB/ DAY 3G Data 
