id,cost,talktime,validity,comments
9934,12,,2 days,Local IDEA @10 Ps/min (Daily 1st Local IDEA min @Rs 1.5/min) -- 
9935,14,,2 days,Local Idea calls @ 10p/min  -- 
9936,18,,28 days,Local Mobile @ 30p/min
9937,27,,84 days,Local / STD Mobile @ 1p/sec.  -- 
9938,28,,3 days,Local Idea calls  @ 10p/min -- 
9939,39,,28 days,Local Mobile: 30 Ps/Min -- STD Mobile: @30 Ps/ Min  -- 
9940,43,,10 days,Local Mobile @ 30p/min
9941,46,,5 days,80 Local/ STD Mobile Minutes -- 
9942,48,,28 days,Local Idea calls @ 10p/min -- 
9943,57,,45 days,Local Mobile: 30 Ps/Min -- STD Mobile:30 Ps/ Min --  -- 
9944,64,,28 days,"Local Idea @ 10 P/Min, Local Mobile @ 30 P/Min -- "
9945,92,,10 days,140 Local/ STD Mobile Minutes -- 
9946,97,,60 days,Local Idea calls @ 10p/min -- 
9947,98,,28 days,200 Local/National Mobile Mins
9948,197,,7 days,"Unlimited Local/STD calls -- Commercial activity will mean customers using the said product for calling 100 unique callers in a week or more than 300 mins in a day or 1200 mins in a week. For any customer found violating any of these conditions, tariff @ Rs 0.30/min will be applicable -- Get 5% of MRP as TT on recharges through My Idea App and Idea Website -- "
9949,201,,28 days,500 Local/National Mobile Mins -- 
9950,291,,15 days,200 Local/STD Mob Min -- 
9951,294,,28 days,800 Local/STD Mobile Min  -- 
9952,298,,14 days,"Unlimited Local/STD calls -- Commercial activity will mean customers using the said product for calling 100 unique callers in a week or more than 300 mins in a day or 1200 mins in a week. For any customer found violating any of these conditions, tariff @ Rs 0.30/min will be applicable -- Get 5% of MRP as TT on recharges through My Idea App and Idea Website -- This STV should not be used for any commercial activity."
9953,347,,28 days,"Free local/STD calls -- Commercial activity will mean customers using the said product for calling 100 unique callers in a week or more than 300 mins in a day or 1200 mins in a week. For any customer found violating any of these conditions, tariff @ Rs 0.30/min will be applicable. -- 1 GB data (4G handset users will get 1GB/Day data) -- Customers newly upgrading to 4G Handset will be eligible to get additional data only after 48 hours of handset upgrade. Additional data can be used on 4G handset only -- Get 5% of MRP as TT on recharges through My Idea App and Idea Website -- "
