id,cost,talktime,validity,comments
14727,4,,180 days,Home & Roaming Location All Local Calls @ Rs1/min & STD Calls @ Rs 1.5/min (incoming Calls in Roaming at 75p/min)
14728,5,,1 day,Home & Roaming Location All Local & STD Calls @ 1.5p/Sec (Free incoming Calls in Roaming)
