id,cost,talktime,validity,short description,long description
11739,10,7.47,N.A,Recharge of Rs. 10 by Idea,Talktime of Rs. 7.47 for Rs. 10 recharge by Idea
11740,20,14.95,N.A,Recharge of Rs. 20 by Idea,Talktime of Rs. 14.95 for Rs. 20 recharge by Idea
11742,30,22.42,N.A,Recharge of Rs. 30 by Idea,Talktime of Rs. 22.42 for Rs. 30 recharge by Idea
11744,40,30.9,N.A,Recharge of Rs. 40 by Idea,Talktime of Rs. 30.9 for Rs. 40 recharge by Idea
11746,50,39.37,N.A,Recharge of Rs. 50 by Idea,Talktime of Rs. 39.37 for Rs. 50 recharge by Idea
11750,70,56.32,N.A,Recharge of Rs. 70 by Idea,Talktime of Rs. 56.32 for Rs. 70 recharge by Idea
11751,80,64.8,N.A,Recharge of Rs. 80 by Idea,Talktime of Rs. 64.8 for Rs. 80 recharge by Idea
11752,90,73.27,N.A,Recharge of Rs. 90 by Idea,Talktime of Rs. 73.27 for Rs. 90 recharge by Idea
11753,100,81.75,N.A,Recharge of Rs. 100 by Idea,Talktime of Rs. 81.75 for Rs. 100 recharge by Idea
11754,110,90.22,N.A,Recharge of Rs. 110 by Idea,Talktime of Rs. 90.22 for Rs. 110 recharge by Idea
11755,120,117,N.A,Recharge of Rs. 120 by Idea,Talktime of Rs. 117 for Rs. 120 recharge by Idea
11757,130,107.17,N.A,Recharge of Rs. 130 by Idea,Talktime of Rs. 107.17 for Rs. 130 recharge by Idea
11758,150,124.12,N.A,Recharge of Rs. 150 by Idea,Talktime of Rs. 124.12 for Rs. 150 recharge by Idea
11807,65,,15 days,Recharge of Rs. 65 by Idea,Minimum 250 MB upto 1GB ( Magic Recharge) -- Overage: 4p/10KB -- 
11827,298,,28 days,Recharge of Rs. 298 by Idea,Minimum 1.25 GB upto 10 GB (Magic Recharge) -- Overage: 4p/10Kb
